,versionCreated,text,storyId,sourceCode
2022-04-07 22:51:52.858,2022-04-07 22:51:52.858000+00:00,Palantir Technologies Inc. (PLTR) Stock Sinks As Market Gains: What You Should Know,urn:newsml:reuters.com:20220407:nNRAk5jcl1:1,NS:ZACKSC
2022-04-07 19:50:04.747,2022-04-07 19:50:04.747000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 246435.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220407:nAQN0UC6XI:1,NS:RTRS
2022-04-06 19:50:26.097,2022-04-06 19:50:26.097000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 76837.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220406:nAQN0TTUQD:1,NS:RTRS
2022-04-06 01:58:59.000,2022-04-06 01:58:59+00:00,Palantir Technologies Inc. - Comunicado ao Mercado,urn:newsml:reuters.com:20220406:nNDL3wCGbp:1,NS:PUBT
2022-04-05 22:45:41.048,2022-04-05 22:45:41.048000+00:00,Palantir Technologies Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220405:nEOL5mWBw4:1,NS:EDG
2022-04-05 22:31:54.692,2022-04-05 22:31:54.692000+00:00,Palantir place son premier satellite en orbite,urn:newsml:reuters.com:20220405:nNRAk4kd4j:1,NS:LESECH
2022-04-05 19:50:17.345,2022-04-05 19:50:17.345000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 71598.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220405:nAQN0T1NRN:1,NS:RTRS
2022-04-05 16:46:06.392,2022-04-05 16:46:06.392000+00:00,Palantir place son premier satellite en orbite,urn:newsml:reuters.com:20220405:nNRAk4ho9a:1,NS:LESECH
2022-04-04 21:55:02.000,2022-04-04 21:55:02+00:00,UPDATE 1-Investment firm files demand for arbitration against Morgan Stanley - WSJ,urn:newsml:reuters.com:20220404:nL3N2W22H0:6,NS:RTRS
2022-04-02 02:55:52.987,2022-04-02 02:55:52.987000+00:00,United States : Palantir Announces its Inaugural Federal Advisory Board,urn:newsml:reuters.com:20220402:nNRAjzpj1b:1,NS:ECLPCM
2022-04-02 02:55:23.934,2022-04-02 02:55:23.934000+00:00,United States : Palantir Announces its Inaugural Federal Advisory Board,urn:newsml:reuters.com:20220402:nNRAjzpigj:1,NS:ECLBFI
2022-04-01 23:38:09.000,2022-04-01 23:38:09+00:00,Palantir Technologies Inc. - Comunicado ao Mercado,urn:newsml:reuters.com:20220401:nNDL4q1f1c:1,NS:PUBT
2022-04-01 21:10:31.565,2022-04-01 21:10:31.565000+00:00,Palantir Technologies Says Co And Unit Entered Into Amendment No. 12 To Revolving Credit Agreement And Incremental Agreement,urn:newsml:reuters.com:20220401:nRSD6x7xpY:1,NS:SIGDEV
2022-04-01 20:59:29.569,2022-04-01 20:59:29.569000+00:00,Palantir Technologies Inc. Files -- 8-K,urn:newsml:reuters.com:20220401:nEOL7KlxZt:1,NS:EDG
2022-04-01 20:58:37.000,2022-04-01 20:58:37+00:00,BRIEF-Palantir Technologies Says Co And Unit Entered Into Amendment No. 12 To Revolving Credit Agreement And Incremental Agreement,urn:newsml:reuters.com:20220401:nFWN2VZ13T:1,NS:RTRS
2022-04-01 20:56:53.402,2022-04-01 20:58:07.438000+00:00,PALANTIR TECHNOLOGIES INC - AMENDMENT PROVIDES FOR TOTAL REVOLVING COMMITMENTS OF $500.0 MLN,urn:newsml:reuters.com:20220401:nFWN2VZ13T:3,NS:RTRS
2022-04-01 20:56:53.402,2022-04-01 20:57:45.115000+00:00,"PALANTIR TECHNOLOGIES INC -  AMENDMENT PROVIDES FOR AN EXTENSION OF REVOLVING LOAN FACILITY MATURITY DATE, AN INCREASE OF $100.0 MLN",urn:newsml:reuters.com:20220401:nFWN2VZ13T:2,NS:RTRS
2022-04-01 20:56:53.402,2022-04-01 20:56:53.402000+00:00,"PALANTIR TECHNOLOGIES - ON MARCH 31, CO AND UNIT ENTERED INTO AMENDMENT NO. 12 TO REVOLVING CREDIT AGREEMENT AND INCREMENTAL AGREEMENT",urn:newsml:reuters.com:20220401:nFWN2VZ13T:1,NS:RTRS
2022-04-01 19:50:05.864,2022-04-01 19:50:05.864000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 80462.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220401:nAQN0SHONZ:1,NS:RTRS
2022-04-01 11:19:52.000,2022-04-01 11:19:52+00:00,"BRIEF-Palantir Technologies Inc - Co, Carahsoft Technology Corp Announce A Partnership",urn:newsml:reuters.com:20220401:nFWN2VZ0HP:1,NS:RTRS
2022-04-01 11:02:26.981,2022-04-01 11:02:26.981000+00:00,"PALANTIR TECHNOLOGIES INC - CO, CARAHSOFT TECHNOLOGY CORP ANNOUNCE A PARTNERSHIP",urn:newsml:reuters.com:20220401:nFWN2VZ0HP:1,NS:RTRS
2022-04-01 10:59:00.132,2022-04-01 10:59:00.132000+00:00,Palantir Partners with Carahsoft to Broaden Reach in U.S. Government Market,urn:newsml:reuters.com:20220401:nBw8w2MWma:1,NS:BSW
2022-04-01 00:14:02.170,2022-04-01 00:14:02.170000+00:00,Palantir Technologies Inc. (PLTR) Stock Moves -1.08%: What You Should Know,urn:newsml:reuters.com:20220401:nNRAjvdlr3:1,NS:ZACKSC
2022-03-31 19:50:34.744,2022-03-31 19:50:34.744000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 530812.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220331:nAQN0S5KM4:1,NS:RTRS
2022-03-30 19:50:13.853,2022-03-30 19:50:13.853000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 618828.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220330:nAQN0RWH5M:1,NS:RTRS
2022-03-30 11:17:17.000,2022-03-30 11:17:17+00:00,BRIEF-Palantir Announces Its Inaugural Federal Advisory Board,urn:newsml:reuters.com:20220330:nASA035X9:1,NS:RTRS
2022-03-30 10:59:00.206,2022-03-30 10:59:06.888000+00:00,PALANTIR TECHNOLOGIES INC - SENIOR NATIONAL SECURITY LEADERS TO ADVISE ITS US GOVERNMENT BUSINESS,urn:newsml:reuters.com:20220330:nASA035X9:2,NS:RTRS
2022-03-30 10:59:00.206,2022-03-30 10:59:00.206000+00:00,PALANTIR ANNOUNCES ITS INAUGURAL FEDERAL ADVISORY BOARD,urn:newsml:reuters.com:20220330:nASA035X9:1,NS:RTRS
2022-03-30 10:59:00.113,2022-03-30 10:59:00.113000+00:00,Palantir Announces its Inaugural Federal Advisory Board,urn:newsml:reuters.com:20220330:nBw2p99qka:1,NS:BSW
2022-03-29 19:50:24.374,2022-03-29 19:50:24.374000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 255631.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220329:nAQN0ROSPF:1,NS:RTRS
2022-03-28 19:50:13.506,2022-03-28 19:50:13.506000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 216228.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220328:nAQN0RH736:1,NS:RTRS
2022-03-25 19:50:14.733,2022-03-25 19:50:14.733000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 96361.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220325:nAQN0R6ERH:1,NS:RTRS
2022-03-25 08:00:07.681,2022-03-25 08:00:07+00:00,REG - Official List - Official List Notice,urn:newsml:newsroom:20220325:nRSY9648Fa:0,NS:LSE
2022-03-24 19:50:08.195,2022-03-24 19:50:08.195000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 235992.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220324:nAQN0R0AFN:1,NS:RTRS
2022-03-23 19:50:10.993,2022-03-23 19:50:10.993000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 104207.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220323:nAQN0QOV0G:1,NS:RTRS
2022-03-21 22:51:20.556,2022-03-21 22:51:20.556000+00:00,Palantir Technologies Inc. (PLTR) Dips More Than Broader Markets: What You Should Know,urn:newsml:reuters.com:20220321:nNRAjildls:1,NS:ZACKSC
2022-03-18 19:51:15.311,2022-03-18 19:51:15.311000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 2347772.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220318:nAQN0Q21K3:1,NS:RTRS
2022-03-17 19:50:26.772,2022-03-17 19:50:26.772000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 619699.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220317:nAQN0PQ659:1,NS:RTRS
2022-03-16 19:50:34.820,2022-03-16 19:50:34.820000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 473814.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220316:nAQN0PM87L:1,NS:RTRS
2022-03-15 19:50:01.607,2022-03-15 19:50:01.607000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 501189.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220315:nAQN0OT9BQ:1,NS:RTRS
2022-03-14 19:50:28.353,2022-03-14 19:50:28.353000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 887696.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220314:nAQN0O2FW6:1,NS:RTRS
2022-03-11 20:50:22.320,2022-03-11 20:50:22.320000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 261343.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220311:nAQN0NUQK9:1,NS:RTRS
2022-03-10 20:50:05.769,2022-03-10 20:50:05.769000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 516750.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220310:nAQN0NRHY0:1,NS:RTRS
2022-03-10 00:45:00.000,2022-03-10 00:45:00+00:00,"Palantir Technologies Inc at Morgan Stanley Technology, Media, and Telecom Conference (Virtual)",urn:newsml:reuters.com:20220310:nTRN2WxqlT:1,NS:TRANS
2022-03-09 20:50:26.146,2022-03-09 20:50:26.146000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 237229.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220309:nAQN0NMP94:1,NS:RTRS
2022-03-09 16:03:14.000,2022-03-09 16:03:14+00:00,"BUZZ-U.S. STOCKS ON THE MOVE-American Airlines, Oatly Group, Abbvie",urn:newsml:reuters.com:20220309:nL3N2VC3F4:2,NS:RTRS
2022-03-09 14:36:05.416,2022-03-09 14:36:08.587000+00:00,REG - GraniteShares Fin. Granite 3X Long Nflx Granite3X Long Nflx£ Granite3X LngNetflix - Change in MRA,urn:newsml:newsroom:20220309:nRSI2221Ea:0,NS:LSE
2022-03-09 14:18:45.000,2022-03-09 14:18:45+00:00,"BUZZ-U.S. STOCKS ON THE MOVE-YEXT Inc, Stitch Fix, Match Group",urn:newsml:reuters.com:20220309:nL3N2VC2NJ:2,NS:RTRS
2022-03-09 14:03:25.639,2022-03-09 14:03:25.639000+00:00,"Wednesday's Top Analyst Upgrades and Downgrades: Advanced Micro Devices, Bluebird Bio, Dollar Tree, Diamondback Energy, Fastenal, Kohl's, Netflix, ...",urn:newsml:reuters.com:20220309:nNRAjd9s2r:1,NS:WALLST
2022-03-09 12:15:16.000,2022-03-09 12:15:16+00:00,"BUZZ-U.S. STOCKS ON THE MOVE-Bumble, Apple, Gannett",urn:newsml:reuters.com:20220309:nL3N2VC2NP:2,NS:RTRS
2022-03-09 11:39:43.278,2022-03-09 11:39:43.278000+00:00,PALANTIR TECHNOLOGIES SHARES UP 3.5% PREMARKET AFTER PIPER SANDLER STARTS COVERAGE WITH OVERWEIGHT,urn:newsml:reuters.com:20220309:nFWN2VC02E:1,NS:RTRS
2022-03-09 10:27:39.000,2022-03-09 10:27:39+00:00,BUZZ-Palantir up as Piper starts coverage with 'overweight' on growth prospects,urn:newsml:reuters.com:20220309:nL3N2VC2BT:1,NS:RTRS
2022-03-09 08:35:35.841,2022-03-09 08:35:35.841000+00:00,PALANTIR TECHNOLOGIES INC <PLTR.N>: PIPER SANDLER INITIATES WITH OVERWEIGHT RATING AND $15 TARGET PRICE,urn:newsml:reuters.com:20220309:nFWN2VC03B:1,NS:RTRS
2022-03-08 21:05:00.471,2022-03-08 21:05:00.471000+00:00,"Palantir to Present at the 2022 Morgan Stanley Technology, Media & Telecom Conference",urn:newsml:reuters.com:20220308:nBw6Mvc8na:1,NS:BSW
2022-03-08 20:50:25.870,2022-03-08 20:50:25.870000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 352487.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220308:nAQN0MV3O0:1,NS:RTRS
2022-03-07 20:50:16.710,2022-03-07 20:50:16.710000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 544339.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220307:nAQN0MEYUX:1,NS:RTRS
2022-03-04 18:02:33.062,2022-03-05 08:09:38.474000+00:00,(EN) PALANTIR TECHNOLOGIES INC. 144 (66256809),urn:newsml:reuters.com:20220304:nGLFbtRY2K:3,NS:GLFILE
2022-03-04 17:57:09.086,2022-03-05 08:09:31.813000+00:00,(EN) PALANTIR TECHNOLOGIES INC. 144 (66256807),urn:newsml:reuters.com:20220304:nGLF9WfdgY:3,NS:GLFILE
2022-03-04 17:58:46.181,2022-03-05 08:09:31.531000+00:00,(EN) PALANTIR TECHNOLOGIES INC. 144 (66256808),urn:newsml:reuters.com:20220304:nGLF2S9CyP:3,NS:GLFILE
2022-03-04 17:54:13.751,2022-03-05 08:09:20.195000+00:00,(EN) PALANTIR TECHNOLOGIES INC. 144 (66256806),urn:newsml:reuters.com:20220304:nGLF9ly5lB:3,NS:GLFILE
2022-03-04 20:50:24.285,2022-03-04 20:50:24.285000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 398271.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220304:nAQN0M1ZZ1:1,NS:RTRS
2022-03-03 17:19:20.661,2022-03-04 07:18:31.241000+00:00,(EN) PALANTIR TECHNOLOGIES INC. 144 (66231054),urn:newsml:reuters.com:20220303:nGLF8lnSb9:3,NS:GLFILE
2022-03-04 04:01:32.000,2022-03-04 04:01:32+00:00,Palantir Technologies Inc. - Comunicado ao Mercado,urn:newsml:reuters.com:20220304:nNDL5ShPfy:1,NS:PUBT
2022-03-03 22:42:38.236,2022-03-03 22:42:38.236000+00:00,Palantir Technologies Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220303:nEOL7Xv9mt:1,NS:EDG
2022-03-03 19:46:14.413,2022-03-03 19:46:14.413000+00:00,Jacobs and Palantir announce global strategic collaboration,urn:newsml:reuters.com:20220303:nNRAjaol7o:1,NS:DATMTR
2022-03-02 20:50:29.268,2022-03-02 20:50:29.268000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 188591.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220302:nAQN0JAFKB:1,NS:RTRS
2022-03-02 13:49:41.000,2022-03-02 13:49:41+00:00,BRIEF-Jacobs And Palantir Launch Global Strategic Partnership For Data Solutions,urn:newsml:reuters.com:20220302:nFWN2V518H:1,NS:RTRS
2022-03-02 12:45:14.625,2022-03-02 12:45:14.625000+00:00,JACOBS AND PALANTIR LAUNCH GLOBAL STRATEGIC PARTNERSHIP FOR DATA SOLUTIONS,urn:newsml:reuters.com:20220302:nFWN2V518H:1,NS:RTRS
2022-03-02 12:45:04.348,2022-03-02 12:45:04.348000+00:00,Jacobs and Palantir Launch Global Strategic Partnership for Data Solutions,urn:newsml:reuters.com:20220302:nPn3CTmRsa:1,NS:PRN
2022-03-02 05:01:56.560,2022-03-02 05:01:56.560000+00:00,Palantir technology to help cut NHS elective care backlog,urn:newsml:reuters.com:20220302:nFtnc8L1Cm:1,NS:FT
2022-03-01 20:50:44.450,2022-03-01 20:50:44.450000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 358151.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220301:nAQN0IQ8MJ:1,NS:RTRS
2022-03-01 08:00:02.031,2022-03-01 08:00:01+00:00,REG - Official List - Official List Notice,urn:newsml:newsroom:20220301:nRSA0921Da:0,NS:LSE
2022-02-28 20:50:37.604,2022-02-28 20:50:37.604000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 208500.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220228:nAQN0HUWRM:1,NS:RTRS
2022-02-28 20:25:09.909,2022-02-28 20:25:09.909000+00:00,(EN) PALANTIR TECHNOLOGIES INC. 144 (66137110),urn:newsml:reuters.com:20220228:nGLF19nrFh:1,NS:GLFILE
2022-02-28 08:10:43.883,2022-02-28 09:54:36.324000+00:00,(EN) PALANTIR TECHNOLOGIES INC. ESG Web-based Reporting (66133107),urn:newsml:reuters.com:20220228:nGLFhch00:3,NS:GLFILE
2022-02-25 20:50:07.015,2022-02-25 20:50:07.015000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 921984.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220225:nAQN0HPTTV:1,NS:RTRS
2022-02-25 15:09:27.104,2022-02-25 15:09:27.104000+00:00,(EN) PALANTIR TECHNOLOGIES INC. 144 (65648880),urn:newsml:reuters.com:20220225:nGLF5LnkYk:1,NS:GLFILE
2022-02-25 14:55:55.000,2022-02-25 14:55:55+00:00,Palantir Technologies Inc. - Comunicado ao Mercado,urn:newsml:reuters.com:20220225:nNDLDxcYS:1,NS:PUBT
2022-02-25 01:24:33.730,2022-02-25 01:24:33.730000+00:00,Palantir Technologies Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220225:nEOL1kjChs:1,NS:EDG
2022-02-25 01:24:32.144,2022-02-25 01:24:32.144000+00:00,Palantir Technologies Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220225:nEOLtkqkj:1,NS:EDG
2022-02-25 01:16:19.854,2022-02-25 01:16:19.854000+00:00,Palantir Technologies Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220225:nEOL77nvw8:1,NS:EDG
2022-02-24 20:50:17.522,2022-02-24 20:50:17.522000+00:00,NYSE ORDER IMBALANCE <PLTR.N> 167267.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220224:nAQN0GY7TR:1,NS:RTRS
2022-02-24 13:45:16.000,2022-02-24 13:45:16+00:00,Palantir Technologies Inc. - Comunicado ao Mercado,urn:newsml:reuters.com:20220224:nNDLSFT32:1,NS:PUBT
2022-02-24 13:42:24.000,2022-02-24 13:42:24+00:00,Palantir Technologies Inc. - Comunicado ao Mercado,urn:newsml:reuters.com:20220224:nNDL1zfTch:1,NS:PUBT
