,versionCreated,text,storyId,sourceCode
2022-04-20 06:27:54.144,2022-04-20 06:27:54.659000+00:00,BUNDS: Underpinned on the cash open,urn:newsml:newsroom:20220420:nMNS2fWdGJ:0,NS:CMNW
2022-04-20 05:45:39.000,2022-04-20 05:45:39+00:00,Hopes rise in Shanghai's battle against COVID as two districts report no new cases,urn:newsml:reuters.com:20220420:nL3N2WI0RV:4,NS:RTRS
2022-04-20 00:54:17.000,2022-04-20 05:38:16+00:00,UPDATE 6-Taiwan firms in China hub make uneven restart from COVID curbs,urn:newsml:reuters.com:20220420:nL2N2WI010:10,NS:RTRS
2022-04-20 05:04:34.000,2022-04-20 05:04:34+00:00,"Guten Morgen von Reuters am Mittwoch, den 20. April",urn:newsml:reuters.com:20220420:nL5N2WH4H4:1,NS:RTRS
2022-04-20 04:42:11.808,2022-04-20 04:42:11.808000+00:00,AP Top Extended Financial Headlines at 12:40 a.m. EDT,urn:newsml:reuters.com:20220420:nNRAkekbwx:1,NS:ASSOPR
2022-04-20 04:27:56.000,2022-04-20 04:27:56+00:00,WDHLG-Blatt - Musk will bis zu 15 Mrd Dollar eigenes Geld in Twitter-Kauf investieren,urn:newsml:reuters.com:20220420:nL5N2WI0EJ:1,NS:RTRS
2022-04-20 00:38:17.000,2022-04-20 03:22:08+00:00,《疫情簡訊》哈爾濱六個主城區實行社會靜態化管理；上海新增陽性連三降至近兩周低點,urn:newsml:reuters.com:20220420:nL3T2WI03I:2,NS:RTRS
2022-04-20 00:38:17.000,2022-04-20 03:22:08+00:00,《疫情简讯》哈尔滨六个主城区实行社会静态化管理；上海新增阳性连三降至近两周低点,urn:newsml:reuters.com:20220420:nL3S2WI03I:2,NS:RTRS
2022-04-20 03:18:34.702,2022-04-20 03:18:34.702000+00:00,《Ａ股焦点》特斯拉复工无提振，宁德时代泻６．５％市值失万亿,urn:newsml:reuters.com:20220420:nNRAkeik9n:1,NS:HKETNN
2022-04-20 03:18:19.706,2022-04-20 03:18:19.706000+00:00,《Ａ股焦點》特斯拉復工無提振，寧德時代瀉６﹒５％市值失萬億,urn:newsml:reuters.com:20220420:nNRAkeijs4:1,NS:HKETNN
2022-04-20 02:36:44.000,2022-04-20 02:36:44+00:00,BRIEF-マスク氏、ツイッター非公開化のために１００億－１５０億ドルの自己資金を投入する意向＝ＮＹポスト紙,urn:newsml:reuters.com:20220420:nL6N2WH09T:1,NS:RTRS
2022-04-20 02:24:44.124,2022-04-20 02:24:44.124000+00:00,《日出而作》联储官员就大幅加息意见分歧，美股三大指数强劲反弹,urn:newsml:reuters.com:20220420:nNRAkegugs:1,NS:HKETNN
2022-04-20 02:23:59.452,2022-04-20 02:23:59.452000+00:00,《日出而作》聯儲官員就大幅加息意見分歧，美股三大指數強勁反彈,urn:newsml:reuters.com:20220420:nNRAkegvxy:1,NS:HKETNN
2022-04-20 02:10:06.912,2022-04-20 02:10:06.912000+00:00,Tesla production in Shanghai resumes,urn:newsml:reuters.com:20220420:nNRAkehx4d:1,NS:STNDHK
2022-04-20 02:05:04.110,2022-04-20 02:05:04.110000+00:00,AP Top Extended Financial Headlines at 10:03 p.m. EDT,urn:newsml:reuters.com:20220420:nNRAkehwxj:1,NS:ASSOPR
2022-04-20 02:00:59.768,2022-04-20 02:00:59.768000+00:00,單日出院人數 多於新增病例 滬疫情現曙光 特斯拉八千人復工,urn:newsml:reuters.com:20220420:nNRAkehw42:1,NS:SINGTA
2022-04-20 01:45:17.781,2022-04-20 01:45:17.781000+00:00,【新冠肺炎】特斯拉上海超級工廠已有８０００名員工陸續返廠,urn:newsml:reuters.com:20220420:nNRAkehsw9:1,NS:HKETNN
2022-04-20 01:44:27.864,2022-04-20 01:44:27.864000+00:00,【新冠肺炎】特斯拉上海超级工厂已有８０００名员工陆续返厂,urn:newsml:reuters.com:20220420:nNRAkehrro:1,NS:HKETNN
2022-04-20 01:00:00.000,2022-04-20 01:00:00+00:00,"Australian scientists to power Tesla on 15,000-km trip with printed solar panels",urn:newsml:reuters.com:20220420:nL2N2WH07X:9,NS:RTRS
2022-04-20 00:13:12.000,2022-04-20 00:13:12+00:00,"UPDATE 5-Johnny Depp calls Amber Heard accusations 'heinous,' says he never struck ex-wife",urn:newsml:reuters.com:20220420:nL2N2WH2DC:3,NS:RTRS
2022-04-19 22:43:34.445,2022-04-19 23:56:13.301000+00:00,Refinitiv Newscasts - Stocks end higher on earnings optimism,urn:newsml:reuters.com:20220419:nRTV8q7yZL:14,NS:RTRS
2022-04-19 23:44:32.451,2022-04-19 23:44:32.451000+00:00,"Charging Into Q1, Tesla Looks To Continue Historic Rise",urn:newsml:reuters.com:20220419:nNRAkeelu2:1,NS:ZACKSC
2022-04-19 21:23:51.845,2022-04-19 21:23:51.845000+00:00,Shareholders await Musk's next move in Twitter takeover bid,urn:newsml:reuters.com:20220419:nNRAkdb58w:1,NS:ASSOPR
2022-04-19 20:01:33.741,2022-04-19 20:59:59.049000+00:00,Refinitiv Newscasts - U.S. Day Ahead: Wall Street buoyant on earnings optimism,urn:newsml:reuters.com:20220419:nRTV9nsrQv:5,NS:RTRS
2022-04-19 20:45:05.432,2022-04-19 20:45:05.432000+00:00,Tesla's Shanghai factory resumes production,urn:newsml:reuters.com:20220419:nNRAkebl4e:1,NS:ASNEWS
2022-04-19 18:54:51.000,2022-04-19 18:54:51+00:00,MERCADOS GLOBAIS-Wall St sobe com esperanças em torno de balanços; petróleo cai por temor sobre crescimento,urn:newsml:reuters.com:20220419:nL2N2WH1LA:1,NS:RTRS
2022-04-19 18:35:55.000,2022-04-19 18:35:55+00:00,Volkswagen se concentra em plano para reduzir vulnerabilidade da cadeia de suprimentos,urn:newsml:reuters.com:20220419:nL2N2WH1K9:1,NS:RTRS
2022-04-19 18:32:22.000,2022-04-19 18:32:22+00:00,"What to Watch in the Day Ahead - Wednesday, April 20",urn:newsml:reuters.com:20220419:nL3N2WH303:1,NS:RTRS
2022-04-19 18:14:07.148,2022-04-19 18:14:07.148000+00:00,MuskMelon Token Debuts with Massive 6000% Returns to Investors,urn:newsml:reuters.com:20220419:nACN74710a:1,NS:ACN
2022-04-19 18:08:20.291,2022-04-19 18:08:20.291000+00:00,Shanghai lockdown: China takes steps to shore up supply chains by putting Tesla and SMIC on 'white list',urn:newsml:reuters.com:20220419:nNRAkdpdx1:1,NS:SOUTHC
2022-04-19 18:08:10.880,2022-04-19 18:08:10.880000+00:00,"Tesla, SAIC and other Shanghai manufacturers get off to a slow start in resuming work, as shortages of staff and parts leave factories sitting idle",urn:newsml:reuters.com:20220419:nNRAke8gp1:1,NS:SOUTHC
2022-04-19 18:00:25.000,2022-04-19 18:00:25+00:00,Blatt - Musk will bis zu 15 Mrd Dollar eigenes Geld in Twitter-Kauf investieren,urn:newsml:reuters.com:20220419:nL5N2WH4Z9:1,NS:RTRS
2022-04-19 17:22:17.051,2022-04-19 17:58:03.150000+00:00,Refinitiv Newscasts - Explainer: How will Twitter's board handle Elon Musk?,urn:newsml:reuters.com:20220419:nRTV1q36wn:15,NS:RTRS
2022-04-19 17:24:00.901,2022-04-19 17:53:59.373000+00:00,Refinitiv Newscasts - Explainer: How will Twitter's board handle Elon Musk?,urn:newsml:reuters.com:20220419:nRTV206PQ1:10,NS:RTRS
2022-04-19 17:35:34.463,2022-04-19 17:35:34.463000+00:00,AVANCE: Fábrica de Tesla en Shanghai reanuda producción,urn:newsml:reuters.com:20220419:nNRAke7rbc:1,NS:XINHUN
2022-04-19 17:26:41.000,2022-04-19 17:26:41+00:00,ANALYSIS-Musk's tweets fuel mining industry's hopes of a buyout by Tesla,urn:newsml:reuters.com:20220419:nL2N2WG1QH:9,NS:RTRS
2022-04-19 17:25:35.300,2022-04-19 17:25:35.300000+00:00,2nd LD-Writethru: Tesla's Shanghai factory resumes production,urn:newsml:reuters.com:20220419:nNRAke7jq8:1,NS:XINHUN
2022-04-19 17:22:36.000,2022-04-19 17:22:36+00:00,Elon Musk to invest up to $15 bln of his own money to buy Twitter -NYPost,urn:newsml:reuters.com:20220419:nL3N2WH33O:7,NS:RTRS
2022-04-19 17:03:29.479,2022-04-19 17:03:29.479000+00:00,Musk Willing To Invest Between $10 Bln And $15 Bln Of His Own Cash To Take Twitter Private - NY Post,urn:newsml:reuters.com:20220419:nRSDbG6x1n:1,NS:SIGDEV
2022-04-19 16:49:14.917,2022-04-19 17:03:08.536000+00:00,"MUSK HAS TAPPED MORGAN STANLEY TO RAISE ANOTHER $10 BLN IN DEBT AGAINST TWITTER IN MANNER OF A TRADITIONAL LEVERAGED BUYOUT - NY POST, CITING SOURCES",urn:newsml:reuters.com:20220419:nFWN2WH215:3,NS:RTRS
2022-04-19 16:52:57.000,2022-04-19 16:52:57+00:00,BRIEF-Musk Willing To Invest Between $10 Bln And $15 Bln Of His Own Cash To Take Twitter Private - NY Post,urn:newsml:reuters.com:20220419:nFWN2WH215:1,NS:RTRS
2022-04-19 16:49:14.917,2022-04-19 16:49:42.780000+00:00,"MUSK IS PLANNING TO LAUNCH TENDER OFFER FOR TWITTER IN 10 DAYS OR SO- NEW YORK POST, CITING SOURCES",urn:newsml:reuters.com:20220419:nFWN2WH215:2,NS:RTRS
2022-04-19 16:49:14.917,2022-04-19 16:49:14.917000+00:00,"MUSK HIMSELF IS WILLING TO INVEST BETWEEN $10 BLN AND $15 BLN OF HIS OWN CASH TO TAKE TWITTER PRIVATE - NEW YORK POST, CITING TWO SOURCES",urn:newsml:reuters.com:20220419:nFWN2WH215:1,NS:RTRS
2022-04-19 16:45:56.000,2022-04-19 16:45:56+00:00,"BUZZ-U.S. STOCKS ON THE MOVE-Roblox, Netflix, Intuit",urn:newsml:reuters.com:20220419:nL3N2WH2YT:3,NS:RTRS
2022-04-19 16:32:48.671,2022-04-19 16:32:48.671000+00:00,B-brief-20,urn:newsml:reuters.com:20220419:nNRAke6eg6:1,NS:NEWZEA
2022-04-19 16:22:05.587,2022-04-19 16:22:05.587000+00:00,Tesla Set to Beat Estimates in Q1 Earnings: ETFs to Buy,urn:newsml:reuters.com:20220419:nNRAke64yh:1,NS:ZACKSC
2022-04-19 16:18:41.000,2022-04-19 16:18:41+00:00,Volkswagen focuses on regions to reduce supply chain vulnerability,urn:newsml:reuters.com:20220419:nL5N2WH43Z:4,NS:RTRS
2022-04-19 13:49:04.000,2022-04-19 16:02:00+00:00,PREVIEW-Tesla earnings may come under pressure from Shanghai factory halt,urn:newsml:reuters.com:20220419:nL2N2WH0LY:9,NS:RTRS
2022-04-19 15:46:48.300,2022-04-19 15:46:48.300000+00:00,特斯拉上海超级工厂复工 将逐步恢复全球出口,urn:newsml:reuters.com:20220419:nNRAke5itp:1,NS:XINHUN
2022-04-19 15:40:20.000,2022-04-19 15:40:20+00:00,ANALYSIS-Twitter exploring a sale would make free speech an afterthought,urn:newsml:reuters.com:20220419:nL2N2WG16D:7,NS:RTRS
2022-04-19 15:29:51.000,2022-04-19 15:29:51+00:00,"Jack Dorsey, uno de los fundadores de Twitter, carga contra el directorio en una serie de tuits",urn:newsml:reuters.com:20220419:nL6N2WH07T:1,NS:RTRS
2022-04-19 15:24:52.600,2022-04-19 15:24:52.600000+00:00,1st LD: Tesla's Shanghai factory resumes production,urn:newsml:reuters.com:20220419:nNRAke4ymy:1,NS:XINHUN
2022-04-19 15:04:35.000,2022-04-19 15:04:35+00:00,Tesla & Co nehmen Produktion in Shanghai wieder auf,urn:newsml:reuters.com:20220419:nL5N2WH40K:1,NS:RTRS
2022-04-19 14:55:42.000,2022-04-19 14:55:42+00:00,Custos crescentes com baterias não diminuem vendas de veículos elétricos,urn:newsml:reuters.com:20220419:nL2N2WH0Z0:1,NS:RTRS
2022-04-19 14:44:40.000,2022-04-19 14:44:40+00:00,Tesla moves to pause California agency's race bias lawsuit,urn:newsml:reuters.com:20220419:nL2N2WH0S4:8,NS:RTRS
2022-04-19 14:26:26.000,2022-04-19 14:26:26+00:00,Twitter co-founder Dorsey takes aim at board in series of tweets,urn:newsml:reuters.com:20220419:nL3N2WH247:8,NS:RTRS
2022-04-19 13:35:55.216,2022-04-19 13:35:55.216000+00:00,AP Top Extended Financial Headlines at 9:34 a.m. EDT,urn:newsml:reuters.com:20220419:nNRAke344k:1,NS:ASSOPR
2022-04-19 13:27:04.682,2022-04-19 13:27:07.953000+00:00,"Full Year 2021 Financial Results with $550,000 in Revenue",urn:newsml:newsroom:20220419:nVMNG5zCda:0,NS:CMNW
2022-04-19 13:25:21.000,2022-04-19 13:25:21+00:00,"BUZZ-U.S. STOCKS ON THE MOVE-Netgear, Hasbro, McDonald's, Checkmate Pharma",urn:newsml:reuters.com:20220419:nL3N2WH2MU:1,NS:RTRS
2022-04-19 13:20:17.000,2022-04-19 13:20:17+00:00,ACTUALIZA 1-Tesla reanuda producción en su planta en Shanghái: Xinhua,urn:newsml:reuters.com:20220419:nL2N2WH0T9:1,NS:RTRS
2022-04-19 12:53:15.000,2022-04-19 12:53:15+00:00,"UPDATE 1-Tesla resumes production at Shanghai factory, Xinhua reports",urn:newsml:reuters.com:20220419:nL2N2WH0NV:6,NS:RTRS
2022-04-19 12:36:12.000,2022-04-19 12:36:12+00:00,BUZZ-Tesla inches up after reports say Shanghai plant resumes production,urn:newsml:reuters.com:20220419:nL3N2WH2FX:1,NS:RTRS
2022-04-19 12:28:14.972,2022-04-19 12:28:14.972000+00:00,AP Top Extended Financial Headlines at 8:27 a.m. EDT,urn:newsml:reuters.com:20220419:nNRAke1sfs:1,NS:ASSOPR
2022-04-19 12:24:15.000,2022-04-19 12:24:15+00:00,Planta de Tesla en Shanghái reanuda la producción: medios,urn:newsml:reuters.com:20220419:nL2N2WH0OR:1,NS:RTRS
2022-04-19 12:17:13.000,2022-04-19 12:17:13+00:00,"BUZZ-U.S. STOCKS ON THE MOVE-Bark, System1, Netgear, Checkmate Pharma",urn:newsml:reuters.com:20220419:nL3N2WH2AL:3,NS:RTRS
2022-04-19 12:06:51.343,2022-04-19 12:06:51.343000+00:00,AP Top Extended Financial Headlines at 8:04 a.m. EDT,urn:newsml:reuters.com:20220419:nNRAke17be:1,NS:ASSOPR
2022-04-19 11:45:59.000,2022-04-19 11:55:52+00:00,Tesla's Shanghai factory resumes production - Chinese local media,urn:newsml:reuters.com:20220419:nP8N2WD00E:3,NS:RTRS
2022-04-19 11:47:53.000,2022-04-19 11:47:53+00:00,El jefe de comercio de China se reúne con cámaras extranjeras por interrupciones debido al COVID,urn:newsml:reuters.com:20220419:nL6N2WH06L:1,NS:RTRS
2022-04-19 11:45:58.231,2022-04-19 11:45:58.231000+00:00,TESLA'S SHANGHAI FACTORY RESUMES PRODUCTION ON APRIL 19 - CHINESE LOCAL MEDIA,urn:newsml:reuters.com:20220419:nP8N2WD00E:1,NS:RTRS
2022-04-19 11:45:53.670,2022-04-19 11:45:53.670000+00:00,Fábrica de Tesla en Shanghai reanuda producción,urn:newsml:reuters.com:20220419:nNRAke0q5t:1,NS:XINHUN
2022-04-19 11:37:51.728,2022-04-19 11:37:51.728000+00:00,Tesla's Shanghai factory resumes production,urn:newsml:reuters.com:20220419:nNRAke0hul:1,NS:XINHUN
2022-04-19 11:00:00.000,2022-04-19 11:00:00+00:00,PREVIEW-Tesla earnings under pressure from Shanghai factory halt,urn:newsml:reuters.com:20220419:nL3N2WG2R4:4,NS:RTRS
2022-04-19 11:00:00.000,2022-04-19 11:00:00+00:00,RPT-ANALYSIS-Soaring battery costs fail to cool electric vehicle sales,urn:newsml:reuters.com:20220419:nL2N2WC20E:9,NS:RTRS
2022-04-19 10:53:05.000,2022-04-19 10:53:05+00:00,China's commerce chief meets foreign chambers over COVID disruptions,urn:newsml:reuters.com:20220419:nL2N2WH0J7:4,NS:RTRS
2022-04-19 10:04:39.000,2022-04-19 10:04:39+00:00,BUZZ-Twitter slips even as new bidders circle,urn:newsml:reuters.com:20220419:nL3N2WH1XX:1,NS:RTRS
2022-04-19 01:02:04.000,2022-04-19 09:42:27+00:00,《疫情簡訊》河北唐山6時起全市臨時封控；上海今日起連續三天開展封控區核酸篩查,urn:newsml:reuters.com:20220419:nL3T2WH06C:4,NS:RTRS
2022-04-19 01:02:04.000,2022-04-19 09:42:27+00:00,《疫情简讯》河北唐山6时起全市临时封控；上海今日起连续三天开展封控区核酸筛查,urn:newsml:reuters.com:20220419:nL3S2WH06C:4,NS:RTRS
2022-04-19 08:15:14.000,2022-04-19 08:15:14+00:00,"BUZZ-All eyes on margins for Tesla in Q1, says Credit Suisse; lifts PT",urn:newsml:reuters.com:20220419:nL3N2WH1IM:1,NS:RTRS
2022-04-19 07:57:17.000,2022-04-19 07:57:17+00:00,MORNING BID-Mantenere il realismo,urn:newsml:reuters.com:20220419:nL5N2WH1CC:1,NS:RTRS
2022-04-19 07:39:32.000,2022-04-19 07:39:32+00:00,"US STOCKS-Уолл-стрит снизилась к закрытию, инвесторы ждут квартальной отчетности гигантов",urn:newsml:reuters.com:20220419:nL5N2WH1E6:1,NS:RTRS
2022-04-19 07:10:19.000,2022-04-19 07:10:19+00:00,MORNING BID-Keeping it real,urn:newsml:reuters.com:20220419:nL3N2WH1B3:2,NS:RTRS
2022-04-19 07:00:01.957,2022-04-19 07:00:16.119000+00:00,REG - Official List - Official List Notice,urn:newsml:newsroom:20220419:nRSS4728Ia:0,NS:LSE
2022-04-19 07:00:01.950,2022-04-19 07:00:14.557000+00:00,REG - Stock Exch Notice - Admission to Trading - 19/04/2022,urn:newsml:newsroom:20220419:nRSS4780Ia:0,NS:LSE
2022-04-19 05:00:00.000,2022-04-19 05:00:00+00:00,ANALYSIS-Soaring battery costs fail to cool electric vehicle sales,urn:newsml:reuters.com:20220419:nL2N2WB15D:11,NS:RTRS
2022-04-19 04:50:20.000,2022-04-19 04:50:20+00:00,PRESS DIGEST - Wall Street Journal - April 19,urn:newsml:reuters.com:20220419:nL3N2WH0XN:1,NS:RTRS
2022-04-19 04:13:25.000,2022-04-19 04:13:25+00:00,"WDHLG-Musk-Breitseite gegen Twitter-Vorstand - ""Werde Gehalt auf Null Dollar setzen""",urn:newsml:reuters.com:20220419:nL5N2WH0CZ:2,NS:RTRS
2022-04-19 03:46:33.648,2022-04-19 03:46:33.648000+00:00,"TESLA INC <TSLA.O>: CREDIT SUISSE RAISES TARGET PRICE TO $1,125 FROM $1,025",urn:newsml:reuters.com:20220419:nFWN2WH0GY:1,NS:RTRS
2022-04-19 03:00:06.114,2022-04-19 03:00:06.114000+00:00,《Ａ股焦點》特斯拉等車企的上海工廠擬陸續復工，比亞迪Ａ漲４％,urn:newsml:reuters.com:20220419:nNRAkdokgc:1,NS:HKETNN
