,versionCreated,text,storyId,sourceCode
2022-04-07 13:26:04.000,2022-04-07 13:26:04+00:00,"BUZZ-U.S. STOCKS ON THE MOVE-CDK Global, Sprinklr, Biophytis",urn:newsml:reuters.com:20220407:nL3N2W52IG:2,NS:RTRS
2022-04-07 13:13:50.000,2022-04-07 13:13:50+00:00,"US STOCKS-Wall St eyes muted open as Fed, Ukraine worries linger",urn:newsml:reuters.com:20220407:nL3N2W52D7:6,NS:RTRS
2022-04-07 11:55:20.000,2022-04-07 11:55:20+00:00,"BUZZ-U.S. STOCKS ON THE MOVE-HP, JD.com, Levi Strauss",urn:newsml:reuters.com:20220407:nL3N2W52BS:1,NS:RTRS
2022-04-07 10:55:37.000,2022-04-07 10:55:37+00:00,BUZZ-Levi Strauss gains after quarterly results top estimates,urn:newsml:reuters.com:20220407:nL3N2W525Y:1,NS:RTRS
2022-04-07 10:19:50.082,2022-04-07 10:19:50.082000+00:00,LEVI STRAUSS & CO <LEVI.N>: UBS CUTS TARGET PRICE TO $34 FROM $37,urn:newsml:reuters.com:20220407:nFWN2W50V4:1,NS:RTRS
2022-04-07 10:16:30.527,2022-04-07 10:16:30.527000+00:00,LEVI STRAUSS & CO SHARES UP 5.5% PREMARKET AFTER RESULTS BEAT,urn:newsml:reuters.com:20220407:nFWN2W50HZ:1,NS:RTRS
2022-04-07 09:06:08.294,2022-04-07 09:06:08.294000+00:00,Levi's® X Deepika Padukone launch Season 2 of their collaboration,urn:newsml:reuters.com:20220407:nNRAk56it8:1,NS:ASNEWS
2022-04-07 05:11:31.592,2022-04-07 05:11:31.592000+00:00,LEVI STRAUSS & CO <LEVI.N>: CITIGROUP CUTS PRICE TARGET TO $27 FROM $28,urn:newsml:reuters.com:20220407:nFWN2W506K:1,NS:RTRS
2022-04-07 05:04:21.000,2022-04-07 05:04:21+00:00,"Guten Morgen von Reuters am Donnerstag, den 7. April",urn:newsml:reuters.com:20220407:nL5N2W43L3:1,NS:RTRS
2022-04-07 03:01:17.000,2022-04-07 03:01:17+00:00,BRIEF-リーバイ・ストラウス、第２・四半期にロシア商業用事業向け長期資産の減損を検討,urn:newsml:reuters.com:20220407:nL6N2W501I:1,NS:RTRS
2022-04-06 20:13:49.000,2022-04-06 22:40:41+00:00,"UPDATE 3-Levi Strauss results top estimates on strong demand, price hikes",urn:newsml:reuters.com:20220406:nL3N2W431E:6,NS:RTRS
2022-04-06 22:18:58.832,2022-04-06 22:18:58.832000+00:00,Levi Strauss & Co Exec Says Not Seeing Any Real Pushback On Pricing At All At This Point,urn:newsml:reuters.com:20220406:nRSDN9Dvf:1,NS:SIGDEV
2022-04-06 22:09:18.000,2022-04-06 22:09:18+00:00,BRIEF-Levi Strauss & Co Exec Says Not Seeing Any Real Pushback On Pricing At All At This Point,urn:newsml:reuters.com:20220406:nFWN2W4125:1,NS:RTRS
2022-04-06 21:17:35.860,2022-04-06 22:03:50.071000+00:00,"LEVI STRAUSS & CO EXEC SAYS SUPPLY CHAIN-RELATED ISSUES LIMITED FURTHER REVENUE OPPORTUNITY BY ABOUT $60 MLN OR 5%, PRIMARILY IN THE U.S. - CONF CALL",urn:newsml:reuters.com:20220406:nFWN2W4125:5,NS:RTRS
2022-04-06 21:51:15.764,2022-04-06 21:51:15.764000+00:00,"Earnings Previews: Cazoo, Conagra, Constellation Brands, Levi Strauss",urn:newsml:reuters.com:20220406:nNRAk4vxj4:1,NS:WALLST
2022-04-06 21:47:41.026,2022-04-06 21:47:41.026000+00:00,Levi Strauss & Co Qtrly Diluted EPS Was $0.48,urn:newsml:reuters.com:20220406:nRSD4vH6QY:1,NS:SIGDEV
2022-04-06 21:47:30.203,2022-04-06 21:47:30.203000+00:00,"Levi Strauss - In Q2, Will Review Long-Lived Assets Specific To Russia Commercial Business For Impairment",urn:newsml:reuters.com:20220406:nRSD47xrMP:1,NS:SIGDEV
2022-04-06 21:17:35.860,2022-04-06 21:42:41.411000+00:00,LEVI STRAUSS & CO EXEC - THERE IS STILL OPPORTUNITY FOR MORE PRICING DOWN THE ROAD IN THE SECOND HALF OF THE YEAR BASED ON WHERE COSTS ARE GOING - CONF CALL,urn:newsml:reuters.com:20220406:nFWN2W4125:4,NS:RTRS
2022-04-06 21:17:35.860,2022-04-06 21:41:29.476000+00:00,LEVI STRAUSS & CO EXEC - NOT SEEING ANY REAL PUSHBACK ON PRICING AT ALL AT THIS POINT - CONF CALL,urn:newsml:reuters.com:20220406:nFWN2W4125:3,NS:RTRS
2022-04-06 21:37:20.000,2022-04-06 21:37:20+00:00,BRIEF-Levi Strauss & Co Qtrly Diluted EPS Was $0.48,urn:newsml:reuters.com:20220406:nFWN2W419R:1,NS:RTRS
2022-04-06 21:36:50.000,2022-04-06 21:36:50+00:00,"BRIEF-Levi Strauss - In Q2, Will Review Long-Lived Assets Specific To Russia Commercial Business For Impairment",urn:newsml:reuters.com:20220406:nFWN2W4126:1,NS:RTRS
2022-04-06 21:35:22.000,2022-04-06 21:35:22+00:00,"BUZZ-Strong demand, price hikes drive Levi Strauss' results beat",urn:newsml:reuters.com:20220406:nL3N2W4361:1,NS:RTRS
2022-04-06 21:29:16.062,2022-04-06 21:33:56.400000+00:00,"LEVI STRAUSS & CO - AS OF FEB 27, NET REVENUES OF CO'S UNIT IN RUSSIA WERE ABOUT 2% OF TOTAL NET REVENUES FOR THREE-MONTH PERIOD ENDED.",urn:newsml:reuters.com:20220406:nFWN2W4126:4,NS:RTRS
2022-04-06 21:29:16.062,2022-04-06 21:30:34.034000+00:00,"LEVI STRAUSS - AT Q1 END, ASSETS SPECIFIC TO RUSSIA BUSINESS INCLUDED $9 MLN OF GOODWILL, $4 MLN OF PROPERTY, PLANT & EQUIPMENT, $30 MLN OF ROU ASSETS",urn:newsml:reuters.com:20220406:nFWN2W4126:3,NS:RTRS
2022-04-06 21:29:16.062,2022-04-06 21:29:20.620000+00:00,"LEVI STRAUSS- AS OF FEB 27, NET ASSETS OF CO'S UNIT IN RUSSIA COMPRISED 1.0% OF TOTAL NET ASSETS",urn:newsml:reuters.com:20220406:nFWN2W4126:2,NS:RTRS
2022-04-06 21:29:16.062,2022-04-06 21:29:16.062000+00:00,"LEVI STRAUSS - IN Q2, WILL REVIEW LONG-LIVED ASSETS SPECIFIC TO RUSSIA COMMERCIAL BUSINESS FOR IMPAIRMENT",urn:newsml:reuters.com:20220406:nFWN2W4126:1,NS:RTRS
2022-04-06 21:17:35.860,2022-04-06 21:25:47.341000+00:00,LEVI STRAUSS & CO EXEC - SALES IN CHINA WAS DOWN MID-SINGLE DIGITS AS GROWTH IN E-COMMERCE WAS MORE THAN OFFSET BY DECLINES ACROSS OTHER CHANNELS DUE TO COVID-RELATED LOCKDOWN  - CONF CALL,urn:newsml:reuters.com:20220406:nFWN2W4125:2,NS:RTRS
2022-04-06 21:17:35.860,2022-04-06 21:17:35.860000+00:00,LEVI STRAUSS & CO EXEC SAYS CO SEES TRAFFIC IN MOST TOURIST-DEPENDENT LOCATIONS BEGINNING TO RECOVER - CONF CALL,urn:newsml:reuters.com:20220406:nFWN2W4125:1,NS:RTRS
2022-04-06 21:00:00.000,2022-04-06 21:00:00+00:00,Q1 2022 Levi Strauss & Co Earnings Call,urn:newsml:reuters.com:20220406:nTRN9R4wsv:1,NS:TRANS
2022-04-06 20:41:47.000,2022-04-06 20:41:47+00:00,FIRMEN-BLICK-Jeans-Konzern Levi steigert dank starker Nachfrage Gewinn und Umsatz,urn:newsml:reuters.com:20220406:nL5N2W45OY:1,NS:RTRS
2022-04-06 20:39:06.000,2022-04-06 20:39:06+00:00,Levi Strauss & Co <LEVI.K>: Profits of 46  cents announced for first quarter,urn:newsml:reuters.com:20220406:nL3N2W432S:1,NS:RTRX
2022-04-06 20:38:55.000,2022-04-06 20:38:55+00:00,Levi Strauss & Co reports results for the quarter ended in February - Earnings Summary,urn:newsml:reuters.com:20220406:nL5N2W45OV:1,NS:RTRS
2022-04-06 20:20:44.180,2022-04-06 20:20:44.180000+00:00,Levi Strauss: Fiscal Q1 Earnings Snapshot,urn:newsml:reuters.com:20220406:nNRAk4yysv:1,NS:ASSOPR
2022-04-06 20:10:17.000,2022-04-06 20:10:17+00:00,"LEVI STRAUSS SHARES LOSE SOME GROUND IN VOLATILE AFTER THE BELL TRADING, LAST UP 2%",urn:newsml:reuters.com:20220406:nL2N2W42GC:2,NS:RTRS
2022-04-06 20:10:00.336,2022-04-06 20:10:00.939000+00:00,LEVI STRAUSS & CO <LEVI.N> Q1 REVENUE ROSE 22 PCT TO $1.6 BLN,urn:newsml:reuters.com:20220406:nASA036PL:4,NS:RTRS
2022-04-06 20:10:00.336,2022-04-06 20:10:00.704000+00:00,LEVI STRAUSS & CO <LEVI.N> Q1 SHR $0.48,urn:newsml:reuters.com:20220406:nASA036PL:3,NS:RTRS
2022-04-06 20:10:00.336,2022-04-06 20:10:00.678000+00:00,LEVI STRAUSS & CO <LEVI.N> Q1 ADJUSTED SHR $0.46,urn:newsml:reuters.com:20220406:nASA036PL:2,NS:RTRS
2022-04-06 20:10:00.336,2022-04-06 20:10:00.336000+00:00,"LEVI STRAUSS & CO. REPORTS FIRST-QUARTER 2022 FINANCIAL RESULTS, EXCEEDING EXPECTATIONS",urn:newsml:reuters.com:20220406:nASA036PL:1,NS:RTRS
2022-04-06 20:10:00.221,2022-04-06 20:10:00.221000+00:00,"Levi Strauss & Co. Reports First-Quarter 2022 Financial Results, Exceeding Expectations",urn:newsml:reuters.com:20220406:nBw766YhBa:1,NS:BSW
2022-04-06 20:09:44.661,2022-04-06 20:09:44.661000+00:00,"LEVI STRAUSS & CO Files 10-Q for Quarter Ending February 27, 2022 -- 10-Q",urn:newsml:reuters.com:20220406:nEOL4Z11ns:1,NS:EDG
2022-04-06 20:09:24.895,2022-04-06 20:09:24.895000+00:00,LEVI STRAUSS & CO Files -- 8-K,urn:newsml:reuters.com:20220406:nEOL14Vhxb:1,NS:EDG
2022-04-06 20:06:26.058,2022-04-06 20:09:02.409000+00:00,"LEVI STRAUSS & CO <LEVI.N> FY2022 SHR VIEW $1.54, REV VIEW $6.44 BLN -- REFINITIV IBES DATA",urn:newsml:reuters.com:20220406:nFWN2W419R:10,NS:RTRS
2022-04-06 20:06:26.058,2022-04-06 20:08:42.807000+00:00,LEVI STRAUSS & CO - GLOBAL DIGITAL NET REVENUES COMPRISED ABOUT 25% OF Q1 FISCAL 2022 NET REVENUES,urn:newsml:reuters.com:20220406:nFWN2W419R:9,NS:RTRS
2022-04-06 20:06:26.058,2022-04-06 20:08:26.764000+00:00,LEVI STRAUSS & CO - GLOBAL DIGITAL NET REVENUES GREW ABOUT 16% IN QTR COMPARED TO SAME PERIOD IN PRIOR YR,urn:newsml:reuters.com:20220406:nFWN2W419R:8,NS:RTRS
2022-04-06 20:06:26.058,2022-04-06 20:08:24.150000+00:00,"LEVI STRAUSS & CO - IN ASIA, QTRLY NET REVENUES INCREASED 11% ON A REPORTED BASIS AND 14% ON A CONSTANT-CURRENCY BASIS",urn:newsml:reuters.com:20220406:nFWN2W419R:7,NS:RTRS
2022-04-06 20:06:26.058,2022-04-06 20:07:58.317000+00:00,"LEVI STRAUSS & CO - IN EUROPE, QTRLY NET REVENUES GREW 13% ON A REPORTED BASIS AND 21% ON A CONSTANT-CURRENCY BASIS",urn:newsml:reuters.com:20220406:nFWN2W419R:6,NS:RTRS
2022-04-06 20:07:57.000,2022-04-06 20:07:57+00:00,"Levi Strauss tops revenue estimates on strong demand, price hikes",urn:newsml:reuters.com:20220406:nL3N2W431C:2,NS:RTRS
2022-04-06 20:06:26.058,2022-04-06 20:07:35.307000+00:00,"LEVI STRAUSS & CO - IN THE AMERICAS, QTRLY NET REVENUES GREW 26% ON A REPORTED BASIS",urn:newsml:reuters.com:20220406:nFWN2W419R:5,NS:RTRS
2022-04-06 20:06:26.058,2022-04-06 20:07:02.136000+00:00,"LEVI STRAUSS & CO <LEVI.N> Q1 SHR VIEW $0.42, REV VIEW $1.55 BLN -- REFINITIV IBES DATA",urn:newsml:reuters.com:20220406:nFWN2W419R:4,NS:RTRS
2022-04-06 20:06:48.000,2022-04-06 20:06:48+00:00,LEVI STRAUSS & CO SHARES RISE 5.0% AFTER THE BELL FOLLOWING RESULTS,urn:newsml:reuters.com:20220406:nL2N2W42GC:1,NS:RTRS
2022-04-06 20:06:26.058,2022-04-06 20:06:45.462000+00:00,LEVI STRAUSS & CO - QTRLY NET REVENUES OF $1.6 BILLION INCREASED 22% ON A REPORTED BASIS,urn:newsml:reuters.com:20220406:nFWN2W419R:3,NS:RTRS
2022-04-06 20:06:26.058,2022-04-06 20:06:35.718000+00:00,LEVI STRAUSS & CO - COMPANY REAFFIRMS ANNUAL GUIDANCE,urn:newsml:reuters.com:20220406:nFWN2W419R:2,NS:RTRS
2022-04-06 20:06:26.058,2022-04-06 20:06:26.058000+00:00,LEVI STRAUSS & CO QTRLY DILUTED EPS WAS $0.48; ADJUSTED DILUTED EPS WAS $0.46,urn:newsml:reuters.com:20220406:nFWN2W419R:1,NS:RTRS
2022-04-06 19:50:03.653,2022-04-06 19:50:03.653000+00:00,NYSE ORDER IMBALANCE <LEVI.N> 61112.0 SHARES ON SELL SIDE,urn:newsml:reuters.com:20220406:nAQN0TO937:1,NS:RTRS
2022-04-06 11:30:08.625,2022-04-06 15:41:35.076000+00:00,"Refinitiv Newscasts - US Morning Call: Fed fears, Russia sanctions weigh on mood",urn:newsml:reuters.com:20220406:nRTV80BZ0c:8,NS:RTRS
2022-04-06 14:38:14.000,2022-04-06 14:38:14+00:00,"NRDC - New PFAS Scorecard for Popular Apparel Brands: Levi Strauss Earns an 'A+', Outdoor Brands Fail",urn:newsml:reuters.com:20220406:nNDL5J25LB:1,NS:PUBT
2022-04-06 11:47:43.664,2022-04-06 12:57:49.850000+00:00,Refinitiv Newscasts - Levi earnings expected to focus on inflation concerns,urn:newsml:reuters.com:20220406:nRTV8z0yr2:5,NS:RNTPC
2022-04-05 20:01:51.760,2022-04-06 00:39:50.978000+00:00,"Refinitiv Newscasts - U.S. Day Ahead: Russia sanctions, hawkish Fed keep markets on edge",urn:newsml:reuters.com:20220405:nRTV8KPTWS:5,NS:RTRS
2022-04-05 18:30:34.000,2022-04-05 18:30:34+00:00,"What to Watch in the Day Ahead - Wednesday, April 6",urn:newsml:reuters.com:20220405:nL3N2W3202:1,NS:RTRS
2022-04-05 16:00:00.201,2022-04-05 16:00:00.201000+00:00,Levi Strauss & Co. Announces Participation at the J.P. Morgan Eighth Annual Retail Round-up Conference,urn:newsml:reuters.com:20220405:nBwbhktkTa:1,NS:BSW
2022-04-04 20:06:07.505,2022-04-04 20:06:07.505000+00:00,LEVI STRAUSS & CO SEC Filings files Form -- 4,urn:newsml:reuters.com:20220404:nEOL7RVw3b:1,NS:EDG
2022-04-04 20:05:36.000,2022-04-04 20:05:36+00:00,Levi Strauss & Co expected to post earnings of 42  cents a share - Earnings Preview,urn:newsml:reuters.com:20220404:nL5N2W25DB:1,NS:RTRS
2022-04-04 20:02:06.000,2022-04-04 20:02:06+00:00,Levi Strauss & Co <LEVI.N>: Profits of 42 cents per share anticipated for first quarter,urn:newsml:reuters.com:20220404:nL3N2W22BU:1,NS:RTRX
2022-04-01 19:50:28.511,2022-04-01 19:50:28.511000+00:00,NYSE ORDER IMBALANCE <LEVI.N> 62077.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220401:nAQN0SJL9W:1,NS:RTRS
2022-04-01 18:44:40.000,2022-04-01 18:44:40+00:00,"What to Watch in the Week Ahead and on Monday, April 4",urn:newsml:reuters.com:20220401:nL3N2VZ36G:1,NS:RTRS
2022-03-31 18:04:12.000,2022-03-31 18:04:12+00:00,"BUZZ-U.S. apparel stocks under pressure from Omicron, Russia-Ukraine uncertainty",urn:newsml:reuters.com:20220331:nL3N2VY49G:1,NS:RTRS
2022-03-29 19:50:19.712,2022-03-29 19:50:19.712000+00:00,NYSE ORDER IMBALANCE <LEVI.N> 56137.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220329:nAQN0ROSQP:1,NS:RTRS
2022-03-23 13:00:02.276,2022-03-23 13:00:02.276000+00:00,Levi Strauss & Co. to Webcast First Quarter 2022 Earnings Conference Call,urn:newsml:reuters.com:20220323:nBw2Wmmypa:1,NS:BSW
2022-03-23 05:07:41.000,2022-03-23 05:07:41+00:00,WDHLG-USA und Großbritannien kündigen Einigung im Stahlstreit an,urn:newsml:reuters.com:20220323:nL5N2VQ0IT:1,NS:RTRS
2022-03-23 00:58:56.000,2022-03-23 00:58:56+00:00,USA und Großbritannien legen Handelsstreit bei,urn:newsml:reuters.com:20220323:nL5N2VQ03D:2,NS:RTRS
2022-03-22 12:27:46.000,2022-03-23 00:58:19+00:00,"UPDATE 6-New U.S.-U.K. trade deal cuts tariffs on British steel, American motorcycles, bourbon",urn:newsml:reuters.com:20220322:nL2N2VP0TL:18,NS:RTRS
2022-03-22 21:44:47.000,2022-03-22 21:44:47+00:00,USA und Großbritannien kündigen Einigung im Stahlstreit an,urn:newsml:reuters.com:20220322:nL5N2VP677:1,NS:RTRS
2022-03-18 19:51:23.854,2022-03-18 19:51:23.854000+00:00,NYSE ORDER IMBALANCE <LEVI.N> 136787.0 SHARES ON BUY SIDE,urn:newsml:reuters.com:20220318:nAQN0Q23FI:1,NS:RTRS
