,versionCreated,text,storyId,sourceCode
2022-03-27 19:32:16.374,2022-03-27 19:32:16.374000+00:00,GitLab announces resignation of David Hornik from board of directors,urn:newsml:reuters.com:20220327:nNRAjpi6d6:1,NS:DATMTR
2022-03-25 10:12:20.859,2022-03-25 10:12:20.859000+00:00,Gitlab Inc. Files -- 8-K,urn:newsml:reuters.com:20220325:nEOLcf4bh:1,NS:EDG
2022-03-25 10:09:58.000,2022-03-25 10:09:58+00:00,"BRIEF-Gitlab Inc Says Board Decreased Size Of Board From Eight Members To Seven Members, Effective March 22",urn:newsml:reuters.com:20220325:nFWN2VR1O3:1,NS:RTRS
2022-03-25 10:06:21.475,2022-03-25 10:06:21.475000+00:00,"GITLAB INC - BOARD DECREASED SIZE OF BOARD FROM EIGHT MEMBERS TO SEVEN MEMBERS, EFFECTIVE MARCH 22",urn:newsml:reuters.com:20220325:nFWN2VR1O3:1,NS:RTRS
2022-03-24 22:29:08.373,2022-03-24 22:42:11.939000+00:00,Departure of David Hornik From Board Of Directors,urn:newsml:newsroom:20220324:nVMN0XwyHa:0,NS:CMNW
2022-03-24 22:10:00.171,2022-03-24 22:10:00.171000+00:00,GITLAB ANNOUNCES DEPARTURE OF DAVID HORNIK FROM BOARD OF DIRECTORS,urn:newsml:reuters.com:20220324:nASA035FY:1,NS:RTRS
2022-03-24 22:10:00.065,2022-03-24 22:10:00.065000+00:00,GitLab Announces Departure of David Hornik From Board Of Directors,urn:newsml:reuters.com:20220324:nGNX7qwCRQ:1,NS:GNW
2022-03-24 21:41:47.245,2022-03-24 21:41:47.245000+00:00,Gitlab Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220324:nEOL2MlsLK:1,NS:EDG
2022-03-23 12:00:00.206,2022-03-23 12:00:00.206000+00:00,Secure Code Warrior Launches Integration With GitLab to Help Developers Build and Release Secure Software Faster,urn:newsml:reuters.com:20220323:nBw4Zm08Sa:1,NS:BSW
2022-03-22 14:30:15.677,2022-03-22 14:30:15.677000+00:00,Kontra Joins GitLab Inc.'s Alliance Partner Program,urn:newsml:reuters.com:20220322:nPn3TDqm9a:1,NS:PRN
2022-03-15 19:49:45.943,2022-03-15 19:49:45.943000+00:00,GitLab announces Q4 and full year fiscal 2022 financial results,urn:newsml:reuters.com:20220315:nNRAjg1sog:1,NS:DATMTR
2022-03-15 13:48:05.310,2022-03-15 13:48:05.310000+00:00,GITLAB INC SHARES UP 15.5% AFTER Q1 REV FORECAST ABOVE ESTIMATES,urn:newsml:reuters.com:20220315:nFWN2VI0LE:1,NS:RTRS
2022-03-15 13:37:08.024,2022-03-15 13:37:08.024000+00:00,GITLAB INC <GTLB.O>: UBS CUTS TARGET PRICE TO $54 FROM $60,urn:newsml:reuters.com:20220315:nFWN2VI107:1,NS:RTRS
2022-03-15 11:56:57.000,2022-03-15 11:56:57+00:00,"BUZZ-GitLab shares up on encouraging outlook, revenue beat",urn:newsml:reuters.com:20220315:nL3N2VI36F:1,NS:RTRS
2022-03-15 11:03:35.813,2022-03-15 11:03:35.813000+00:00,GITLAB INC <GTLB.O>: TRUIST SECURITIES CUTS TARGET PRICE TO $105 FROM $175,urn:newsml:reuters.com:20220315:nFWN2VI0FP:1,NS:RTRS
2022-03-15 10:08:03.116,2022-03-15 10:08:03.116000+00:00,"GITLAB SHARES UP 8.9% PREMARKET AFTER CO SEES SMALLER THAN EXPECTED LOSS FOR 2023, POSTS REV BEAT",urn:newsml:reuters.com:20220315:nFWN2VI0JN:1,NS:RTRS
2022-03-15 04:24:19.740,2022-03-15 04:24:19.740000+00:00,GITLAB INC <GTLB.O>: COWEN AND COMPANY CUTS TARGET PRICE TO $85 FROM $90,urn:newsml:reuters.com:20220315:nFWN2VI00M:1,NS:RTRS
2022-03-15 04:11:42.647,2022-03-15 04:11:42.647000+00:00,GITLAB INC <GTLB.O>: JP MORGAN CUTS TARGET PRICE TO $81 FROM $99,urn:newsml:reuters.com:20220315:nFWN2VH16U:1,NS:RTRS
2022-03-15 03:06:13.656,2022-03-15 03:06:13.656000+00:00,GITLAB INC <GTLB.O>: PIPER SANDLER CUTS TARGET PRICE TO $75 FROM $100,urn:newsml:reuters.com:20220315:nFWN2VH0WW:1,NS:RTRS
2022-03-14 22:14:53.368,2022-03-14 22:14:53.368000+00:00,Gitlab Inc Reports Q4 Non-GAAP Loss Per Share $0.16,urn:newsml:reuters.com:20220314:nRSD56l7fx:1,NS:SIGDEV
2022-03-14 22:07:33.000,2022-03-14 22:09:33+00:00,BRIEF-Gitlab Inc Reports Q4 Non-GAAP Loss Per Share $0.16,urn:newsml:reuters.com:20220314:nL5N2VH6AW:1,NS:RTRS
2022-03-14 22:07:33.000,2022-03-14 22:07:33+00:00,"RPT-GITLAB INC <GTLB.O> Q1 SHR VIEW $-0.30, REV VIEW $72.8 MLN -- REFINITIV IBES DATA",urn:newsml:reuters.com:20220314:nL5N2VH6AW:11,NS:RTRS
2022-03-14 22:07:32.000,2022-03-14 22:07:32+00:00,"RPT-GITLAB INC <GTLB.O> FY2023 SHR VIEW $-1.04, REV VIEW $336.6 MLN -- REFINITIV IBES DATA",urn:newsml:reuters.com:20220314:nL5N2VH6AW:10,NS:RTRS
2022-03-14 22:07:31.000,2022-03-14 22:07:31+00:00,RPT-GITLAB INC - SEES NON-GAAP NET LOSS PER SHARE IN FY2023 $1.02 - $0.97,urn:newsml:reuters.com:20220314:nL5N2VH6AW:9,NS:RTRS
2022-03-14 22:07:31.000,2022-03-14 22:07:31+00:00,RPT-GITLAB INC - SEES NON-GAAP NET LOSS PER SHARE IN Q1 FY2023 $0.28 - $0.27,urn:newsml:reuters.com:20220314:nL5N2VH6AW:8,NS:RTRS
2022-03-14 22:07:30.000,2022-03-14 22:07:30+00:00,RPT-GITLAB INC - SEES 2023 REVENUE $385.5 MLN - $390.5 MLN,urn:newsml:reuters.com:20220314:nL5N2VH6AW:7,NS:RTRS
2022-03-14 22:07:30.000,2022-03-14 22:07:30+00:00,RPT-GITLAB INC - SEES Q1 2023 REVENUE $77.0 MLN - $78.0 MLN,urn:newsml:reuters.com:20220314:nL5N2VH6AW:6,NS:RTRS
2022-03-14 22:07:29.000,2022-03-14 22:07:29+00:00,"RPT-GITLAB INC <GTLB.O> Q4 SHR VIEW $-0.25, REV VIEW $70.3 MLN -- REFINITIV IBES DATA",urn:newsml:reuters.com:20220314:nL5N2VH6AW:5,NS:RTRS
2022-03-14 22:07:28.000,2022-03-14 22:07:28+00:00,RPT-GITLAB INC <GTLB.O> Q4 REVENUE ROSE 69 PCT TO $77.8 MLN,urn:newsml:reuters.com:20220314:nL5N2VH6AW:4,NS:RTRS
2022-03-14 22:07:28.000,2022-03-14 22:07:28+00:00,RPT-GITLAB REPORTS FOURTH QUARTER AND FULL YEAR FISCAL 2022 FINANCIAL RESULTS,urn:newsml:reuters.com:20220314:nL5N2VH6AW:3,NS:RTRS
2022-03-14 22:07:27.000,2022-03-14 22:07:27+00:00,CORRECTED-GITLAB INC <GTLB.O> Q4 GAAP SHR LOSS $0.32 (NOT $1.95),urn:newsml:reuters.com:20220314:nL5N2VH6AW:2,NS:RTRS
2022-03-14 22:07:26.000,2022-03-14 22:07:26+00:00,CORRECTED-GITLAB INC <GTLB.O> Q4 NON-GAAP SHR LOSS $0.16 (NOT $1.20),urn:newsml:reuters.com:20220314:nL5N2VH6AW:1,NS:RTRS
2022-03-14 21:42:11.000,2022-03-14 21:42:11+00:00,GitLab Inc reports results for the quarter ended in January - Earnings Summary,urn:newsml:reuters.com:20220314:nL5N2VH68V:1,NS:RTRS
2022-03-14 21:42:11.000,2022-03-14 21:42:11+00:00,GitLab Inc <GTLB.O>: Losses of 16  cents announced for fourth quarter,urn:newsml:reuters.com:20220314:nL3N2VH3W2:1,NS:RTRX
2022-03-14 20:41:05.000,2022-03-14 20:41:05+00:00,BUZZ-GitLab forecasts smaller loss for 2023 vs estimates; shares jump,urn:newsml:reuters.com:20220314:nL3N2VH3NU:1,NS:RTRS
2022-03-14 20:30:00.000,2022-03-14 20:30:00+00:00,Q4 2022 GitLab Inc Earnings Call,urn:newsml:reuters.com:20220314:nTRN1Ptlwt:1,NS:TRANS
2022-03-14 20:25:36.231,2022-03-14 20:25:36.231000+00:00,Gitlab Inc. Files -- 8-K,urn:newsml:reuters.com:20220314:nEOL9FvZfZ:1,NS:EDG
2022-03-14 20:16:38.200,2022-03-14 20:16:38.200000+00:00,Gitlab Posts Q4 GAAP Loss Per Share $1.95,urn:newsml:reuters.com:20220314:nRSD65F4pc:1,NS:SIGDEV
2022-03-14 20:10:15.000,2022-03-14 20:10:15+00:00,"GITLAB SHARES RISE 17.9% AFTER THE BELL FOLLOWING RESULTS, OUTLOOK",urn:newsml:reuters.com:20220314:nL2N2VH2M2:1,NS:RTRS
2022-03-14 20:05:00.807,2022-03-14 20:05:00.807000+00:00,GitLab Reports Fourth Quarter and Full Year Fiscal 2022 Financial Results,urn:newsml:reuters.com:20220314:nGNX5h0bpy:1,NS:GNW
2022-03-14 03:47:54.079,2022-03-14 03:47:54.079000+00:00,GITLAB INC <GTLB.O>: RBC CUTS TARGET PRICE TO $60 FROM $90,urn:newsml:reuters.com:20220314:nFWN2VE11E:1,NS:RTRS
2022-03-12 00:19:05.000,2022-03-12 00:19:05+00:00,GitLab Inc expected to post a loss of 25  cents a share - Earnings Preview,urn:newsml:reuters.com:20220312:nL5N2VF00I:1,NS:RTRS
2022-03-12 00:18:04.000,2022-03-12 00:18:04+00:00,GitLab Inc <GTLB.O>: A loss of 25 cents per share anticipated for first quarter,urn:newsml:reuters.com:20220312:nL3N2VF00H:1,NS:RTRX
2022-03-10 14:52:29.658,2022-03-10 14:52:29.658000+00:00,Gitlab Inc. -- SC 13G/A,urn:newsml:reuters.com:20220310:nEOL54vXbY:1,NS:EDG
2022-03-09 22:12:13.357,2022-03-09 22:12:13.357000+00:00,"ICONIQ Strategic Partners III, L.P. SEC Filings files Form -- 4",urn:newsml:reuters.com:20220309:nEOL5vs3yf:1,NS:EDG
2022-03-09 22:12:10.987,2022-03-09 22:12:10.987000+00:00,Gitlab Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220309:nEOLbtNMRQ:1,NS:EDG
2022-03-08 09:44:40.745,2022-03-08 09:44:40.745000+00:00,GITLAB INC <GTLB.O>: COWEN AND COMPANY CUTS TARGET PRICE TO $90 FROM $130,urn:newsml:reuters.com:20220308:nFWN2VA0ZT:1,NS:RTRS
2022-03-08 09:43:39.301,2022-03-08 09:44:22.453000+00:00,GITLAB INC <GTLB.O>: COWEN AND COMPANY CUTS TARGET PRICE TO $90 FROM $130,urn:newsml:reuters.com:20220308:nFWN2VB0B6:2,NS:RTRS
2022-03-01 20:17:21.903,2022-03-01 20:17:21.903000+00:00,Gitlab Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220301:nEOL3q2wxz:1,NS:EDG
2022-02-18 00:53:41.334,2022-02-18 00:53:41.334000+00:00,United States : GitLab to Announce Fourth Quarter Fiscal 2022 Financial Results,urn:newsml:reuters.com:20220218:nNRAj4kmkb:1,NS:ECLPCM
2022-02-18 00:53:05.182,2022-02-18 00:53:05.182000+00:00,United States : GitLab to Announce Fourth Quarter Fiscal 2022 Financial Results,urn:newsml:reuters.com:20220218:nNRAj4kmeo:1,NS:ECLBFI
2022-02-16 13:59:07.038,2022-02-16 16:10:50.673000+00:00,"To Announce Fourth Quarter and Fiscal Year 2022 Financial Results On March 14, 2022",urn:newsml:newsroom:20220216:nVMN6ZLHLa:0,NS:CMNW
2022-02-15 21:05:01.129,2022-02-15 21:05:01.129000+00:00,"GitLab To Announce Fourth Quarter and Fiscal Year 2022 Financial Results On March 14, 2022",urn:newsml:reuters.com:20220215:nGNX8q8hjR:1,NS:GNW
2022-02-15 13:36:16.194,2022-02-15 13:36:16.194000+00:00,"ALTIMETER CAPITAL MANAGEMENT LP REPORTS 7.28% PASSIVE STAKE IN GITLAB INC AS OF DECEMBER 31, 2021 - SEC FILING",urn:newsml:reuters.com:20220215:nFWN2UQ0LR:1,NS:RTRS
2022-02-15 13:35:56.852,2022-02-15 13:35:56.852000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220215:nEOL2H6xnZ:1,NS:EDG
2022-02-14 23:34:12.635,2022-02-14 23:34:12.635000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220214:nEOL1bjHqs:1,NS:EDG
2022-02-14 21:38:57.050,2022-02-14 21:38:57.050000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220214:nEOL2WSnZv:1,NS:EDG
2022-02-14 21:38:52.276,2022-02-14 21:38:52.276000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220214:nEOL5mkCtm:1,NS:EDG
2022-02-14 19:57:51.820,2022-02-14 19:57:51.820000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220214:nEOLb6h50M:1,NS:EDG
2022-02-14 18:09:00.786,2022-02-14 18:09:00.786000+00:00,Gitlab Inc. -- SC 13G/A,urn:newsml:reuters.com:20220214:nEOL9RzdPP:1,NS:EDG
2022-02-14 15:39:13.378,2022-02-14 15:39:13.378000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220214:nEOL2ZTn2r:1,NS:EDG
2022-02-14 13:55:40.255,2022-02-14 13:55:40.255000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220214:nEOL90SP2N:1,NS:EDG
2022-02-14 11:21:19.949,2022-02-14 11:21:19.949000+00:00,Gitlab Inc. -- SC 13G/A,urn:newsml:reuters.com:20220214:nEOL5k0vQt:1,NS:EDG
2022-02-11 21:49:26.573,2022-02-11 21:49:26.573000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220211:nEOL2hqHXH:1,NS:EDG
2022-02-11 17:04:56.212,2022-02-11 17:04:56.212000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220211:nEOL7RKS3Y:1,NS:EDG
2022-02-10 13:26:46.854,2022-02-10 13:26:46.854000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220210:nEOL5bZdx6:1,NS:EDG
2022-02-09 14:31:30.422,2022-02-09 14:31:30.422000+00:00,Gitlab Inc. -- SC 13G/A,urn:newsml:reuters.com:20220209:nEOL3kD8zt:1,NS:EDG
2022-02-09 12:59:33.230,2022-02-09 12:59:33.230000+00:00,Gitlab Inc. -- SC 13G/A,urn:newsml:reuters.com:20220209:nEOLc0HWJj:1,NS:EDG
2022-02-04 08:18:02.027,2022-02-04 08:18:02.027000+00:00,GITLAB INC <GTLB.O>: RBC RAISES TO OUTPERFORM FROM SECTOR PERFORM,urn:newsml:reuters.com:20220204:nFWN2UF0IE:1,NS:RTRS
2022-02-03 19:42:49.739,2022-02-03 19:42:49.739000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220203:nEOL4L55k1:1,NS:EDG
2022-01-27 22:20:08.243,2022-01-27 22:20:08.243000+00:00,Gitlab Inc. -- SC 13G/A,urn:newsml:reuters.com:20220127:nEOL1Ck31t:1,NS:EDG
2022-01-27 05:50:06.802,2022-01-27 05:50:06.802000+00:00,GITLAB INC <GTLB.O>: JP MORGAN RAISES TO OVERWEIGHT FROM NEUTRAL,urn:newsml:reuters.com:20220127:nFWN2U709B:1,NS:RTRS
2022-01-26 14:28:06.563,2022-01-26 14:28:06.563000+00:00,Gitlab Inc. -- SC 13G/A,urn:newsml:reuters.com:20220126:nEOL2y1Hkr:1,NS:EDG
2022-01-21 16:45:08.593,2022-01-21 16:45:08.593000+00:00,Gitlab Inc. -- SC 13G,urn:newsml:reuters.com:20220121:nEOL5Z8XVN:1,NS:EDG
2022-01-06 07:41:54.000,2022-01-06 17:58:56+00:00,"U.S. RESEARCH ROUNDUP-Akamai Technologies, Gitlab, RPM International",urn:newsml:reuters.com:20220106:nL4N2TM1H9:7,NS:RTRS
2022-01-06 11:27:36.882,2022-01-06 11:27:36.882000+00:00,GITLAB INC <GTLB.O>: BOFA GLOBAL RESEARCH CUTS PRICE OBJECTIVE TO $125 FROM $140,urn:newsml:reuters.com:20220106:nFWN2TM0MZ:1,NS:RTRS
2022-01-06 03:44:05.242,2022-01-06 03:44:05.242000+00:00,GITLAB INC <GTLB.O>: PIPER SANDLER RAISES TO OVERWEIGHT FROM NEUTRAL,urn:newsml:reuters.com:20220106:nFWN2TL176:1,NS:RTRS
2022-01-04 21:37:29.880,2022-01-04 21:37:29.880000+00:00,Gitlab Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220104:nEOL84dWsB:1,NS:EDG
2022-01-04 21:35:10.843,2022-01-04 21:35:10.843000+00:00,Gitlab Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220104:nEOL9kfzR5:1,NS:EDG
2022-01-04 21:33:45.283,2022-01-04 21:33:45.283000+00:00,Gitlab Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220104:nEOL6K47Xr:1,NS:EDG
2022-01-04 21:29:09.871,2022-01-04 21:29:09.871000+00:00,Gitlab Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220104:nEOLc3tBW5:1,NS:EDG
2022-01-04 21:25:50.111,2022-01-04 21:25:50.111000+00:00,Gitlab Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20220104:nEOLbSctSM:1,NS:EDG
