,date,text,ticker
63,2022-03-16 00:11:49.081000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
64,2022-03-16 00:11:46.907000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
65,2022-03-11 15:11:15.271000+00:00,"The Kim Kardashian Effect: Celebrity Influencers Driving Plant Based Foods Megatrend as CEOs of OTLY, OGGFF, BYND, and TTCF Scale Growth with Disru...",bynd
66,2022-03-11 15:11:15.172000+00:00,"The Kim Kardashian Effect: Celebrity Influencers Driving Plant Based Foods Megatrend as CEOs of OTLY, OGGFF, BYND, and TTCF Scale Growth with Disru...",bynd
67,2022-03-11 15:11:14.262000+00:00,"The Kim Kardashian Effect: Celebrity Influencers Driving Plant Based Foods Megatrend as CEOs of OTLY, OGGFF, BYND, and TTCF Scale Growth with Disru...",bynd
68,2022-03-11 15:11:14.219000+00:00,"The Kim Kardashian Effect: Celebrity Influencers Driving Plant Based Foods Megatrend as CEOs of OTLY, OGGFF, BYND, and TTCF Scale Growth with Disru...",bynd
69,2022-03-11 14:48:06.087000+00:00,"The Kim Kardashian Effect: Celebrity Influencers Driving Plant-Based Foods Megatrend as CEOs of OTLY, OGGFF, BYND, and TTCF Scale Growth with Disruptive Innovation and Market Expansion",bynd
70,2022-03-11 00:44:05+00:00,Beyond Meat Inc. - Comunicado ao Mercado,bynd
71,2022-03-10 21:24:45.259000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
72,2022-03-09 16:02:32+00:00,BUZZ-Oatly hits record low as 2022 targets disappoint,bynd
73,2022-03-09 13:21:44+00:00,BUZZ-Oatly jumps on Q4 revenue beat,bynd
74,2022-03-09 01:27:33+00:00,Peet's Coffee & Tea Inc. - Peet’s Coffee Launches Spring Seasonal Menu Dedicated to Plant-Based Ingredients,bynd
75,2022-03-08 16:57:09+00:00,PREVIEW-Oatly to emerge winner in 2022 plant-based peers' battle,bynd
76,2022-03-08 12:57:02.435000+00:00,PEET'S COFFEE LAUNCHES SPRING SEASONAL MENU DEDICATED TO PLANT-BASED INGREDIENTS`,bynd
77,2022-03-05 04:06:04+00:00,Beyond Meat Inc. - Comunicado ao Mercado,bynd
78,2022-03-04 22:19:34.839000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
79,2022-03-04 22:19:29.460000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
80,2022-03-04 22:19:29.389000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
81,2022-03-04 22:19:29.027000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
82,2022-03-04 19:43:00+00:00,BUZZ-Kroger-Impossible tie-up presents new threat to Beyond Meat - CS,bynd
83,2022-03-04 03:37:19+00:00,Beyond Meat Inc. - Comunicado ao Mercado,bynd
84,2022-03-03 23:36:08+00:00,Beyond Meat Inc. - Comunicado ao Mercado,bynd
85,2022-03-03 22:26:12.059000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
86,2022-03-03 22:26:07.359000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
87,2022-03-03 22:26:06.739000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
88,2022-03-03 22:26:06.728000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
89,2022-03-03 22:26:01.989000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
90,2022-03-03 22:26:01.248000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
91,2022-03-03 22:26:01.236000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
92,2022-03-03 22:26:00.534000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
93,2022-03-03 21:28:16.057000+00:00,"BEYOND MEAT, INC. -- S-8",bynd
94,2022-03-02 13:04:44+00:00,Beyond Meat Inc. - Comunicado ao Mercado,bynd
95,2022-03-02 12:45:44+00:00,Beyond Meat Inc. - Comunicado ao Mercado,bynd
96,2022-03-02 11:11:19.426000+00:00,"BEYOND MEAT, INC. Says It Will Miss 10-K Filing Deadline for Year Ending March 01, 2022 -- NT 10-K",bynd
97,2022-03-02 11:10:04.896000+00:00,"BEYOND MEAT, INC. Files 10-K for Fiscal Year Ending December 31, 2021 -- 10-K",bynd
98,2022-03-02 06:25:08+00:00,Beyond Meat Inc. - Comunicado ao Mercado,bynd
99,2022-03-02 02:15:36.642000+00:00,"BEYOND MEAT, INC. SEC Filings files Form -- 4",bynd
0,2022-04-19 17:07:04+00:00,BUZZ-GitLab rises on software licensing program contract win in California,gtlb
1,2022-04-19 16:33:58.684000+00:00,GITLAB SHARES UP 8.4% AFTER CO GRANTED SOFTWARE LICENSING PROGRAM CONTRACT WITH STATE OF CALIFORNIA,gtlb
2,2022-04-19 14:41:40.203000+00:00,Granted Software Licensing Program Contract With State of California,gtlb
3,2022-04-19 13:11:08+00:00,BRIEF-GitLab Granted Software Licensing Program Contract With State Of California,gtlb
4,2022-04-19 13:03:02.631000+00:00,GITLAB INC. GRANTED SOFTWARE LICENSING PROGRAM CONTRACT WITH STATE OF CALIFORNIA,gtlb
5,2022-04-19 13:00:00.500000+00:00,GitLab Inc. Granted Software Licensing Program Contract With State of California,gtlb
6,2022-04-18 03:06:28.031000+00:00,GITLAB INC <GTLB.O>: RBC RAISES TARGET PRICE TO $64 FROM $60,gtlb
7,2022-04-14 02:17:51.687000+00:00,United States : GitLab Welcomes Ashley Kramer as Chief Marketing And Strategy Officer,gtlb
8,2022-04-14 02:17:22.274000+00:00,United States : GitLab Welcomes Ashley Kramer as Chief Marketing And Strategy Officer,gtlb
9,2022-04-11 13:04:56.635000+00:00,Gitlab Inc. -- SC 13G/A,gtlb
10,2022-04-11 10:10:38.923000+00:00,Gitlab Inc. -- S-8,gtlb
11,2022-04-08 20:56:04.982000+00:00,"Gitlab Inc. Files 10-K for Fiscal Year Ending January 31, 2022 -- 10-K",gtlb
12,2022-04-08 14:06:51.229000+00:00,Gitlab Inc. -- SC 13G/A,gtlb
13,2022-04-05 17:37:18.487000+00:00,Gitlab Inc. -- SC 13G,gtlb
14,2022-04-05 15:23:56.602000+00:00,Gitlab Inc. -- SC 13G/A,gtlb
15,2022-04-04 23:42:05.757000+00:00,Welcomes Ashley Kramer as Chief Marketing And Strategy Officer,gtlb
16,2022-04-04 22:05:00.187000+00:00,GITLAB WELCOMES ASHLEY KRAMER AS CHIEF MARKETING AND STRATEGY OFFICER,gtlb
17,2022-04-04 22:05:00.086000+00:00,GitLab Welcomes Ashley Kramer as Chief Marketing And Strategy Officer,gtlb
18,2022-03-27 19:32:16.374000+00:00,GitLab announces resignation of David Hornik from board of directors,gtlb
19,2022-03-25 10:12:20.859000+00:00,Gitlab Inc. Files -- 8-K,gtlb
20,2022-03-25 10:09:58+00:00,"BRIEF-Gitlab Inc Says Board Decreased Size Of Board From Eight Members To Seven Members, Effective March 22",gtlb
21,2022-03-25 10:06:21.475000+00:00,"GITLAB INC - BOARD DECREASED SIZE OF BOARD FROM EIGHT MEMBERS TO SEVEN MEMBERS, EFFECTIVE MARCH 22",gtlb
22,2022-03-24 22:42:11.939000+00:00,Departure of David Hornik From Board Of Directors,gtlb
23,2022-03-24 22:10:00.171000+00:00,GITLAB ANNOUNCES DEPARTURE OF DAVID HORNIK FROM BOARD OF DIRECTORS,gtlb
24,2022-03-24 22:10:00.065000+00:00,GitLab Announces Departure of David Hornik From Board Of Directors,gtlb
25,2022-03-24 21:41:47.245000+00:00,Gitlab Inc. SEC Filings files Form -- 4,gtlb
26,2022-03-23 12:00:00.206000+00:00,Secure Code Warrior Launches Integration With GitLab to Help Developers Build and Release Secure Software Faster,gtlb
27,2022-03-22 14:30:15.677000+00:00,Kontra Joins GitLab Inc.'s Alliance Partner Program,gtlb
28,2022-03-15 19:49:45.943000+00:00,GitLab announces Q4 and full year fiscal 2022 financial results,gtlb
29,2022-03-15 13:48:05.310000+00:00,GITLAB INC SHARES UP 15.5% AFTER Q1 REV FORECAST ABOVE ESTIMATES,gtlb
30,2022-03-15 13:37:08.024000+00:00,GITLAB INC <GTLB.O>: UBS CUTS TARGET PRICE TO $54 FROM $60,gtlb
31,2022-03-15 11:56:57+00:00,"BUZZ-GitLab shares up on encouraging outlook, revenue beat",gtlb
32,2022-03-15 11:03:35.813000+00:00,GITLAB INC <GTLB.O>: TRUIST SECURITIES CUTS TARGET PRICE TO $105 FROM $175,gtlb
33,2022-03-15 10:08:03.116000+00:00,"GITLAB SHARES UP 8.9% PREMARKET AFTER CO SEES SMALLER THAN EXPECTED LOSS FOR 2023, POSTS REV BEAT",gtlb
34,2022-03-15 04:24:19.740000+00:00,GITLAB INC <GTLB.O>: COWEN AND COMPANY CUTS TARGET PRICE TO $85 FROM $90,gtlb
35,2022-03-15 04:11:42.647000+00:00,GITLAB INC <GTLB.O>: JP MORGAN CUTS TARGET PRICE TO $81 FROM $99,gtlb
36,2022-03-15 03:06:13.656000+00:00,GITLAB INC <GTLB.O>: PIPER SANDLER CUTS TARGET PRICE TO $75 FROM $100,gtlb
37,2022-03-14 22:14:53.368000+00:00,Gitlab Inc Reports Q4 Non-GAAP Loss Per Share $0.16,gtlb
38,2022-03-14 22:09:33+00:00,BRIEF-Gitlab Inc Reports Q4 Non-GAAP Loss Per Share $0.16,gtlb
39,2022-03-14 22:07:33+00:00,"RPT-GITLAB INC <GTLB.O> Q1 SHR VIEW $-0.30, REV VIEW $72.8 MLN -- REFINITIV IBES DATA",gtlb
40,2022-03-14 22:07:32+00:00,"RPT-GITLAB INC <GTLB.O> FY2023 SHR VIEW $-1.04, REV VIEW $336.6 MLN -- REFINITIV IBES DATA",gtlb
41,2022-03-14 22:07:31+00:00,RPT-GITLAB INC - SEES NON-GAAP NET LOSS PER SHARE IN FY2023 $1.02 - $0.97,gtlb
42,2022-03-14 22:07:31+00:00,RPT-GITLAB INC - SEES NON-GAAP NET LOSS PER SHARE IN Q1 FY2023 $0.28 - $0.27,gtlb
43,2022-03-14 22:07:30+00:00,RPT-GITLAB INC - SEES 2023 REVENUE $385.5 MLN - $390.5 MLN,gtlb
44,2022-03-14 22:07:30+00:00,RPT-GITLAB INC - SEES Q1 2023 REVENUE $77.0 MLN - $78.0 MLN,gtlb
45,2022-03-14 22:07:29+00:00,"RPT-GITLAB INC <GTLB.O> Q4 SHR VIEW $-0.25, REV VIEW $70.3 MLN -- REFINITIV IBES DATA",gtlb
46,2022-03-14 22:07:28+00:00,RPT-GITLAB INC <GTLB.O> Q4 REVENUE ROSE 69 PCT TO $77.8 MLN,gtlb
47,2022-03-14 22:07:28+00:00,RPT-GITLAB REPORTS FOURTH QUARTER AND FULL YEAR FISCAL 2022 FINANCIAL RESULTS,gtlb
48,2022-03-14 22:07:27+00:00,CORRECTED-GITLAB INC <GTLB.O> Q4 GAAP SHR LOSS $0.32 (NOT $1.95),gtlb
49,2022-03-14 22:07:26+00:00,CORRECTED-GITLAB INC <GTLB.O> Q4 NON-GAAP SHR LOSS $0.16 (NOT $1.20),gtlb
50,2022-03-14 21:42:11+00:00,GitLab Inc reports results for the quarter ended in January - Earnings Summary,gtlb
51,2022-03-14 21:42:11+00:00,GitLab Inc <GTLB.O>: Losses of 16  cents announced for fourth quarter,gtlb
52,2022-03-14 20:41:05+00:00,BUZZ-GitLab forecasts smaller loss for 2023 vs estimates; shares jump,gtlb
53,2022-03-14 20:30:00+00:00,Q4 2022 GitLab Inc Earnings Call,gtlb
54,2022-03-14 20:25:36.231000+00:00,Gitlab Inc. Files -- 8-K,gtlb
55,2022-03-14 20:16:38.200000+00:00,Gitlab Posts Q4 GAAP Loss Per Share $1.95,gtlb
56,2022-03-14 20:10:15+00:00,"GITLAB SHARES RISE 17.9% AFTER THE BELL FOLLOWING RESULTS, OUTLOOK",gtlb
57,2022-03-14 20:05:00.807000+00:00,GitLab Reports Fourth Quarter and Full Year Fiscal 2022 Financial Results,gtlb
58,2022-03-14 03:47:54.079000+00:00,GITLAB INC <GTLB.O>: RBC CUTS TARGET PRICE TO $60 FROM $90,gtlb
59,2022-03-12 00:19:05+00:00,GitLab Inc expected to post a loss of 25  cents a share - Earnings Preview,gtlb
60,2022-03-12 00:18:04+00:00,GitLab Inc <GTLB.O>: A loss of 25 cents per share anticipated for first quarter,gtlb
61,2022-03-10 14:52:29.658000+00:00,Gitlab Inc. -- SC 13G/A,gtlb
62,2022-03-09 22:12:13.357000+00:00,"ICONIQ Strategic Partners III, L.P. SEC Filings files Form -- 4",gtlb
63,2022-03-09 22:12:10.987000+00:00,Gitlab Inc. SEC Filings files Form -- 4,gtlb
64,2022-03-08 09:44:40.745000+00:00,GITLAB INC <GTLB.O>: COWEN AND COMPANY CUTS TARGET PRICE TO $90 FROM $130,gtlb
65,2022-03-08 09:44:22.453000+00:00,GITLAB INC <GTLB.O>: COWEN AND COMPANY CUTS TARGET PRICE TO $90 FROM $130,gtlb
66,2022-03-01 20:17:21.903000+00:00,Gitlab Inc. SEC Filings files Form -- 4,gtlb
67,2022-02-18 00:53:41.334000+00:00,United States : GitLab to Announce Fourth Quarter Fiscal 2022 Financial Results,gtlb
68,2022-02-18 00:53:05.182000+00:00,United States : GitLab to Announce Fourth Quarter Fiscal 2022 Financial Results,gtlb
69,2022-02-16 16:10:50.673000+00:00,"To Announce Fourth Quarter and Fiscal Year 2022 Financial Results On March 14, 2022",gtlb
70,2022-02-15 21:05:01.129000+00:00,"GitLab To Announce Fourth Quarter and Fiscal Year 2022 Financial Results On March 14, 2022",gtlb
71,2022-02-15 13:36:16.194000+00:00,"ALTIMETER CAPITAL MANAGEMENT LP REPORTS 7.28% PASSIVE STAKE IN GITLAB INC AS OF DECEMBER 31, 2021 - SEC FILING",gtlb
72,2022-02-15 13:35:56.852000+00:00,Gitlab Inc. -- SC 13G,gtlb
73,2022-02-14 23:34:12.635000+00:00,Gitlab Inc. -- SC 13G,gtlb
74,2022-02-14 21:38:57.050000+00:00,Gitlab Inc. -- SC 13G,gtlb
75,2022-02-14 21:38:52.276000+00:00,Gitlab Inc. -- SC 13G,gtlb
76,2022-02-14 19:57:51.820000+00:00,Gitlab Inc. -- SC 13G,gtlb
77,2022-02-14 18:09:00.786000+00:00,Gitlab Inc. -- SC 13G/A,gtlb
78,2022-02-14 15:39:13.378000+00:00,Gitlab Inc. -- SC 13G,gtlb
79,2022-02-14 13:55:40.255000+00:00,Gitlab Inc. -- SC 13G,gtlb
80,2022-02-14 11:21:19.949000+00:00,Gitlab Inc. -- SC 13G/A,gtlb
81,2022-02-11 21:49:26.573000+00:00,Gitlab Inc. -- SC 13G,gtlb
82,2022-02-11 17:04:56.212000+00:00,Gitlab Inc. -- SC 13G,gtlb
83,2022-02-10 13:26:46.854000+00:00,Gitlab Inc. -- SC 13G,gtlb
84,2022-02-09 14:31:30.422000+00:00,Gitlab Inc. -- SC 13G/A,gtlb
85,2022-02-09 12:59:33.230000+00:00,Gitlab Inc. -- SC 13G/A,gtlb
86,2022-02-04 08:18:02.027000+00:00,GITLAB INC <GTLB.O>: RBC RAISES TO OUTPERFORM FROM SECTOR PERFORM,gtlb
87,2022-02-03 19:42:49.739000+00:00,Gitlab Inc. -- SC 13G,gtlb
88,2022-01-27 22:20:08.243000+00:00,Gitlab Inc. -- SC 13G/A,gtlb
89,2022-01-27 05:50:06.802000+00:00,GITLAB INC <GTLB.O>: JP MORGAN RAISES TO OVERWEIGHT FROM NEUTRAL,gtlb
90,2022-01-26 14:28:06.563000+00:00,Gitlab Inc. -- SC 13G/A,gtlb
91,2022-01-21 16:45:08.593000+00:00,Gitlab Inc. -- SC 13G,gtlb
92,2022-01-06 17:58:56+00:00,"U.S. RESEARCH ROUNDUP-Akamai Technologies, Gitlab, RPM International",gtlb
93,2022-01-06 11:27:36.882000+00:00,GITLAB INC <GTLB.O>: BOFA GLOBAL RESEARCH CUTS PRICE OBJECTIVE TO $125 FROM $140,gtlb
94,2022-01-06 03:44:05.242000+00:00,GITLAB INC <GTLB.O>: PIPER SANDLER RAISES TO OVERWEIGHT FROM NEUTRAL,gtlb
95,2022-01-04 21:37:29.880000+00:00,Gitlab Inc. SEC Filings files Form -- 4,gtlb
96,2022-01-04 21:35:10.843000+00:00,Gitlab Inc. SEC Filings files Form -- 4,gtlb
97,2022-01-04 21:33:45.283000+00:00,Gitlab Inc. SEC Filings files Form -- 4,gtlb
98,2022-01-04 21:29:09.871000+00:00,Gitlab Inc. SEC Filings files Form -- 4,gtlb
99,2022-01-04 21:25:50.111000+00:00,Gitlab Inc. SEC Filings files Form -- 4,gtlb
0,2022-04-20 01:28:54.486000+00:00,Levi Strauss & Co. thúc đẩy tăng trưởng bền vững với chiến lược mở rộng đầy tham vọng,levi
1,2022-04-13 02:28:12.189000+00:00,"""ลีวาย สเตราส์ แอนด์ โค"" เร่งผลักดันการเติบโตอย่างยั่งยืนด้วยกลยุทธ์การขยายธุรกิจเชิงรุก",levi
2,2022-04-12 19:46:15.102000+00:00,Levi Strauss announces plans to accelerate sustainable growth with aggressive expansion strategy,levi
3,2022-04-12 16:36:20+00:00,BUZZ-Lululemon Athletica rises on U.S. launch of resale program,levi
4,2022-04-12 02:15:42.610000+00:00,Levi Strauss & Co. mempercepat pertumbuhan berkelanjutan dengan strategi ekspansi yang agresif,levi
5,2022-04-12 02:14:35.957000+00:00,リーバイスが積極的な拡大戦略で持続的成長を加速,levi
6,2022-04-11 19:50:20.740000+00:00,NYSE ORDER IMBALANCE <LEVI.N> 51739.0 SHARES ON SELL SIDE,levi
7,2022-04-11 19:41:36.807000+00:00,"Levi Strauss (LEVI) Speeds Up Strategic Plans, Expands Stores",levi
8,2022-04-11 07:43:43.553000+00:00,LEVI STRAUSS & CO <LEVI.N>: JP MORGAN CUTS TARGET PRICE TO $27 FROM $32,levi
9,2022-04-11 02:00:28.718000+00:00,Levi Strauss & Co. accelerates sustainable growth with aggressive expansion strategy,levi
10,2022-04-11 02:00:27.374000+00:00,李维斯公司通过积极扩张战略加快可持续增长,levi
11,2022-04-11 02:00:27.154000+00:00,李維斯公司通過積極擴張戰略加快可持續增長,levi
12,2022-04-11 02:00:26.495000+00:00,"Levi Strauss & Co., 적극적인 확장 전략으로 지속가능한 성장 가속화",levi
13,2022-04-11 02:00:26.285000+00:00,Levi Strauss & Co. accelerates sustainable growth with aggressive expansion strategy,levi
14,2022-04-08 19:50:06.635000+00:00,NYSE ORDER IMBALANCE <LEVI.N> 52441.0 SHARES ON SELL SIDE,levi
15,2022-04-08 16:45:22.723000+00:00,Levi's® X Deepika Padukone launch season 2 of their collaboration,levi
16,2022-04-08 03:13:43.730000+00:00,Levi Strauss decides to go it alone in Thailand,levi
17,2022-04-07 21:03:50.272000+00:00,Levi Strauss' (LEVI) Q1 Earnings and Revenues Beat Mark,levi
18,2022-04-07 19:49:09.127000+00:00,Levi Strauss registers 22% net revenue increase for Q1 2022,levi
